Element,Dim_0,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7,Dim_8,Dim_9,Dim_10,Dim_11,Dim_12,Dim_13,Dim_14,Dim_15
Li,0.19399094581604004,-2.6773617267608643,2.1180200576782227,2.0228757858276367,-0.5182240009307861,-0.09416896104812622,0.8832716941833496,1.2730331420898438,-2.905874729156494,-0.5704083442687988,-1.636324405670166,-0.099022775888443,-0.5286954045295715,0.16465067863464355,-0.9255144000053406,-2.228079080581665
Be,1.5099395513534546,-2.1091246604919434,2.8127987384796143,1.2934974431991577,0.5449823141098022,2.0486271381378174,3.677978515625,0.9884725213050842,-0.5612293481826782,-4.53483247756958,0.28840547800064087,-1.948648452758789,2.4526286125183105,0.5603950023651123,2.0832126140594482,-0.37874531745910645
B,0.7761850953102112,-1.1760330200195312,1.2627382278442383,-2.4768033027648926,0.53075110912323,0.18005913496017456,2.773691177368164,0.15889368951320648,-0.1293123960494995,0.26706063747406006,-3.126512289047241,1.1421685218811035,3.419558048248291,1.8517414331436157,-1.2429581880569458,-0.5418621301651001
N,-0.9266719818115234,0.011255651712417603,1.3281261920928955,2.357203960418701,-0.29825887084007263,-1.997586727142334,1.1716456413269043,2.337421417236328,0.6388448476791382,2.076974868774414,-0.6608936786651611,0.05686450004577637,0.02364504337310791,1.0030943155288696,-1.08891761302948,-0.5864962339401245
O,-1.8786931037902832,1.703376054763794,0.7030013799667358,0.9796751141548157,-0.39248713850975037,-0.7303836345672607,-1.3542354106903076,-0.39163005352020264,1.012765884399414,1.3492000102996826,0.45033255219459534,-0.4985485076904297,0.9519891738891602,-1.6970149278640747,0.8890295028686523,0.7776456475257874
F,-0.25980454683303833,-1.6123709678649902,-2.2048301696777344,-2.5713648796081543,1.9302352666854858,-0.5160527229309082,-1.7307301759719849,0.0753675103187561,1.5261061191558838,1.1833637952804565,2.048297643661499,-1.9670727252960205,-1.3047430515289307,-2.367276191711426,0.39591631293296814,2.4770405292510986
Na,0.6440348625183105,-2.931737184524536,1.568006157875061,1.1889140605926514,1.1138317584991455,-1.4555706977844238,-0.009042784571647644,1.5710656642913818,-1.6174379587173462,-1.2765558958053589,-0.21169009804725647,0.13120979070663452,0.26227912306785583,-2.80326771736145,-0.8031761646270752,-2.5049374103546143
Mg,0.8322408199310303,-2.030316114425659,-0.3766101598739624,-1.1854199171066284,-0.760627031326294,0.0743798315525055,-0.8175567388534546,1.0782700777053833,-1.9240769147872925,-3.683840751647949,1.1117106676101685,2.0614914894104004,1.085044503211975,-2.2378501892089844,0.0670585110783577,-2.3048009872436523
Al,1.5638453960418701,-2.0867745876312256,0.9223040342330933,-1.2792104482650757,-1.3337337970733643,0.08341565728187561,1.6547009944915771,-0.9702671766281128,0.5074013471603394,-1.34114408493042,1.005253791809082,1.3228907585144043,1.2541604042053223,0.611528754234314,-0.34927481412887573,0.36234423518180847
Si,1.4295777082443237,-1.273716688156128,1.2272014617919922,-1.2127490043640137,-0.6429666876792908,0.16734260320663452,1.6878454685211182,-0.05595111846923828,-1.7374722957611084,0.030806899070739746,0.3049619793891907,2.1815052032470703,0.2834339141845703,2.310080051422119,1.8278717994689941,-0.17389260232448578
S,0.5433441996574402,-2.4264934062957764,-0.3526887893676758,-0.25933903455734253,-0.3898535668849945,-0.4923626184463501,2.8647103309631348,-1.1853888034820557,-1.2312602996826172,-0.9609003663063049,1.172552227973938,-0.8263108134269714,-1.6539908647537231,0.5700690746307373,-2.4241695404052734,2.138094425201416
K,1.102557897567749,-1.82694411277771,0.9361909031867981,2.8074123859405518,1.530344009399414,-1.9555697441101074,-0.4800766110420227,1.8725736141204834,-0.5430256128311157,1.5657665729522705,-2.7582404613494873,-0.5035509467124939,-1.905272364616394,-2.492605209350586,-2.5932135581970215,-0.20269691944122314
Ca,-2.5172181129455566,-0.8757782578468323,-0.2769220471382141,-1.0067064762115479,0.33596956729888916,-0.406355619430542,-0.693780779838562,0.37560737133026123,-3.486680030822754,-2.1027674674987793,0.6947817802429199,1.2781493663787842,1.9558619260787964,-1.1210854053497314,-2.0233452320098877,-0.10534868389368057
Sc,0.4419068694114685,-0.9848380088806152,0.43010008335113525,-0.17993834614753723,-0.7366026639938354,1.1288447380065918,-0.6651016473770142,-0.6902362108230591,-2.5391769409179688,-3.435715436935425,0.06529682874679565,1.252387523651123,-0.8714113235473633,0.9552764892578125,1.457593560218811,0.6142352819442749
Ti,0.9471951723098755,-0.036866456270217896,-0.1671755313873291,-0.08563315868377686,-2.3395161628723145,3.654737949371338,2.0126872062683105,-1.0806095600128174,0.8383747935295105,-1.2884691953659058,0.15611965954303741,2.7037224769592285,0.4132000207901001,2.3438291549682617,1.8137248754501343,-0.4909522831439972
V,1.5982954502105713,2.348954439163208,0.14493781328201294,-2.38918399810791,-1.994290828704834,2.21051025390625,1.2876167297363281,-2.8551862239837646,0.5205679535865784,0.4809216856956482,1.1935780048370361,1.0573676824569702,-2.0894997119903564,0.21947312355041504,0.7638287544250488,-0.14810508489608765
Cr,1.3256409168243408,1.597641110420227,-1.0818729400634766,-0.3759846091270447,-0.6168076992034912,1.9342705011367798,0.23895490169525146,-3.200732707977295,0.24476972222328186,0.5540395975112915,-0.32792627811431885,3.1068625450134277,-1.403319001197815,0.32386350631713867,1.7276184558868408,0.8430383205413818
Mn,0.3801310658454895,0.7830991744995117,-1.0421640872955322,-1.7947015762329102,1.9494380950927734,0.9427222013473511,1.5486066341400146,-2.4856972694396973,-0.5920597314834595,0.6158732175827026,1.526127576828003,1.462998628616333,-0.650268018245697,1.413274884223938,1.878709077835083,0.8425261974334717
Fe,1.3346874713897705,1.270392656326294,0.7769376039505005,-0.41452744603157043,2.2412285804748535,3.5469279289245605,1.2149643898010254,-1.8420188426971436,-0.15767478942871094,-0.776710569858551,-0.9246382713317871,1.4080700874328613,0.10967540740966797,2.1880033016204834,0.8846727609634399,0.40621793270111084
Co,1.239675521850586,-0.9686182737350464,0.4066835045814514,-0.6893336772918701,-0.051746152341365814,1.2268959283828735,3.2499446868896484,-2.6220808029174805,0.29036977887153625,1.1819649934768677,0.8512083292007446,1.642053246498108,-0.47366830706596375,0.05644786357879639,-1.5661410093307495,0.09902186691761017
Ni,0.9267371892929077,0.15601444244384766,-2.076037883758545,-0.31318485736846924,-1.622681736946106,-0.3208211660385132,2.0430362224578857,-2.0035324096679688,0.18902918696403503,0.9942137002944946,-1.868497610092163,1.0723322629928589,-0.2960454225540161,0.3623144030570984,-1.829043984413147,0.3385830223560333
Cu,2.262826919555664,-0.5160651803016663,-0.1570439636707306,1.3995200395584106,0.885766863822937,-0.012137293815612793,1.3610544204711914,-1.285245656967163,-1.6607732772827148,-0.12643475830554962,-0.24745842814445496,0.24543046951293945,0.2523188889026642,1.0522857904434204,0.33234938979148865,0.003560781478881836
Zn,2.6317129135131836,-1.1914584636688232,-0.6425818204879761,0.8397195935249329,-2.471940517425537,0.6513806581497192,0.5239068865776062,0.10490834712982178,-0.27326929569244385,1.3067030906677246,-0.23813442885875702,-0.9878720045089722,1.9292728900909424,0.43761152029037476,-1.2045496702194214,-0.11626604199409485
Ga,0.29705286026000977,1.1592453718185425,-0.4430408179759979,0.11129701882600784,0.027230635285377502,2.273967981338501,1.2488152980804443,-1.374260663986206,-0.17165029048919678,-1.7785863876342773,1.0649631023406982,1.0623345375061035,2.162517547607422,-0.20428532361984253,1.224229335784912,0.533697247505188
