Element,Dim_0,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7,Dim_8,Dim_9,Dim_10,Dim_11,Dim_12,Dim_13,Dim_14,Dim_15
H,-0.058123574,0.0028156105,0.8247465,-1.1280106,0.49886358,-0.13941537,-0.7763311,-0.048688784,0.13375123,-0.7300313,0.3834117,1.8074937,-1.5306338,-1.2219797,-0.8822079,-1.0157554
Li,1.4142795,-2.0732594,0.05544776,-0.09801918,-0.011593801,0.44722295,-0.35835302,0.309699,0.55032986,-0.6551559,-1.0735832,0.49432993,-2.1112032,-0.45881188,-0.26484126,-0.7057254
Be,0.24149473,1.1331091,-0.7105923,-0.60929126,0.98835176,1.9300302,-1.1325774,0.12828799,-0.33619913,-0.51041776,-0.27814347,-0.8386498,-0.7099668,-1.5082971,0.84592974,-2.0530062
B,2.284622,-0.75415254,-0.10364754,0.12847577,-2.4263396,-0.85356766,0.056610245,1.488956,-1.1926271,-0.6557977,0.42151645,-0.0827129,0.2230499,0.79568315,1.3943115,0.45411947
C,-0.2168559,-1.2752644,-0.35627022,-1.3417478,0.63815486,0.015881386,-0.28471497,-0.3583639,-0.34356645,-0.9255455,0.7129885,0.7993053,1.1110405,0.55299586,0.736699,0.49554557
N,0.81918436,0.67415124,-0.383097,-0.046268024,0.8151401,-0.21403527,-0.60023934,-2.2581074,-1.1225727,0.98649204,-0.22502486,-0.0021022672,-1.0864342,-0.2109114,-0.25101173,0.7491586
O,-0.5936739,0.99730116,2.2698064,0.26199988,-0.07797725,0.4358247,-0.3181941,0.5732095,0.14233692,0.4801465,1.0094848,0.5598528,-0.8405233,0.09361106,-0.30491626,-0.49480373
F,0.20114286,0.7551307,0.14039358,-0.093430586,0.17591305,-1.0304328,-0.0093803285,-0.599377,1.494782,1.6053568,0.5108183,0.57524735,0.5856515,2.0881922,-1.4049039,-1.3166369
Na,0.563599,-0.65219027,-0.45913836,-0.11438051,0.3206637,1.918686,1.6559654,-1.4242928,0.2793664,-0.98565453,-0.38093483,1.3845888,-0.47176376,0.54371864,-0.15966204,0.8432754
Mg,0.5290094,-0.38312018,-0.8027113,-1.3791214,0.62841797,0.67375004,-1.9008878,-0.035822213,-0.43908945,-1.0457976,-0.86141783,0.20973697,-1.0944594,0.6921233,1.4725288,-2.472874
Al,0.0016786978,0.052164122,-0.90564585,1.5448773,0.32182333,-0.28559914,0.18341334,0.1536324,1.119088,-1.735485,-0.37967417,0.23902759,0.14420277,-0.81324416,-0.4087221,-0.095899805
Si,-0.89492774,0.17616926,-0.71074075,0.15760085,-2.053641,-0.43336833,2.8957994,1.0878845,-0.87416863,-0.34915066,1.3474483,1.0448602,0.38022238,0.5637785,-0.8955608,0.30582088
P,0.2994966,-0.65480626,-0.26394576,0.35241213,-0.18418872,2.5163703,0.49275532,0.45083758,-0.6056852,-1.0990022,0.17675741,1.142908,0.4014081,0.40176496,1.8249077,-2.4219098
S,0.74605185,0.06614561,-0.20957984,-1.742783,1.0174979,-0.7380461,1.0625278,-1.2650086,-0.5852453,1.4479084,1.6180924,-0.41601217,0.75424737,0.29487106,0.36917344,-0.23672493
Cl,0.19333194,0.6729582,0.6000915,0.76627946,1.5742209,1.5185089,0.027761554,0.039668474,1.572539,-0.22085977,-1.1960654,-0.1543318,-0.16375843,0.49363104,-1.0234638,-0.8791984
K,0.41498232,0.7281403,-0.07472085,0.28653517,0.049506184,0.39598152,1.537474,-1.2278728,-0.5413348,0.6717411,-0.06754185,1.0754035,-1.4678282,0.64369106,-1.213892,-0.12473923
Ca,0.07261941,0.7291615,-0.33849576,1.0319852,0.02736866,-0.70884967,-1.3035656,-0.78153247,1.9479946,0.8259918,0.33749703,-0.4446016,-1.5631598,-0.87690437,1.0796009,-1.7280964
Sc,-1.1416463,0.14950362,0.93199205,-1.677956,-0.28483072,-0.34195703,-1.4262758,2.074237,-0.09199256,0.134037,0.82710236,-0.69688886,-0.27217788,-0.7656529,1.243477,0.53732336
Ti,0.13056473,1.2248547,-1.6621151,-1.0054873,-0.9685653,0.025760103,-0.64788175,-1.3913326,-1.3408128,2.714802,-0.2642181,-0.13528575,0.7982477,0.63197714,1.6475224,1.4756521
V,-0.09917607,-0.89720726,-0.3745414,-0.55250186,0.484036,-0.25306568,-0.25116658,3.2629128,-0.052126326,0.8865764,-2.0230968,0.65080136,1.8086638,-0.5097751,-0.6015575,0.78018683
Cr,0.16454339,-0.0068885856,1.234188,-0.19338918,-0.4362759,0.8410897,-1.6198249,0.33545235,-0.25225446,1.8263185,-2.0629852,2.1056306,-0.22480257,-0.6825323,1.8007448,-0.5824323
Mn,-0.8085498,1.1683975,0.40943405,0.91842556,0.0038828554,2.1540093,-0.9269495,2.7992766,0.89374435,-1.0396161,1.587159,-0.87011206,0.8509698,-1.3566235,0.7622117,1.1784594
Fe,-1.0822026,0.5708318,-0.96691924,1.2664329,-0.49600115,-2.1356516,-2.0056355,-1.2100607,-0.30778396,1.2356,-0.925249,-0.20905635,-0.74958736,-0.28883418,0.13069679,-3.642488
Co,0.020730965,0.5375181,-0.6024332,0.6007081,0.33561,-2.0009277,-0.59578353,-0.5819801,-1.1661022,0.4774104,-0.4592996,0.087844476,1.3459274,-0.85115784,1.6280483,0.49948713
Ni,-0.31380472,0.027511258,0.8513499,0.6475072,0.1930181,-0.048727874,1.1076285,0.22045079,0.31744468,1.8381714,-1.7182605,0.8271896,-0.34392455,-0.8170939,2.6720731,1.6237314
Cu,-0.20156337,0.9313197,-0.506469,2.3435056,1.9716704,0.49014163,-0.72686595,0.79173076,-1.1490102,-0.87332505,-0.91451514,-0.30506214,1.5693343,1.2837547,-0.9781079,0.100129455
Zn,0.15575762,-1.5333501,-0.3433506,0.8299212,-0.47062194,1.6769974,0.7880017,0.96768254,0.022220697,0.41263318,-0.762941,-1.5031677,-2.0164638,-0.10123189,-1.6466116,0.4446115
Ga,-1.313948,-1.2887955,0.7351197,-0.670878,-0.76723564,1.4555119,0.9340297,1.6544766,-2.2221637,-0.15185083,-1.4745078,-1.6403347,-0.26891074,1.0678427,1.0978274,2.052421
Ge,-0.8422536,1.3082777,-1.19649,0.8728481,0.5166398,-2.4225843,1.2707269,-1.3288516,-0.26642293,0.39849728,-0.89621097,1.0454934,-1.344029,-1.1279565,1.3428969,2.108906
As,1.0300322,-1.2212422,-0.30167305,-0.65104604,0.74861526,-0.83662665,-0.14329274,-0.088336185,-0.83805877,0.34632885,-0.2573699,0.919693,0.953434,0.7799233,1.9433213,-1.5298253
Se,0.51112705,-0.50431746,0.47641388,0.1274387,-0.017591681,1.5504897,-0.12657094,-0.26157096,0.15225859,0.24022256,-0.8371137,0.27245924,-1.1963516,1.0687151,1.4534419,0.072497144
Br,-0.4529907,-0.12277162,-1.2144333,0.44588235,0.6838401,1.9086189,-0.6677057,2.2107637,0.37791526,-1.0102731,1.2174946,-0.30485633,-0.32182822,1.180909,0.64389384,-0.38475192
Rb,0.9499172,0.3694678,0.45172498,-0.2956479,0.47416937,-0.53389084,1.4656001,0.26930737,0.08416739,0.55925703,-0.6935253,0.94946927,-2.2036414,0.15858434,0.73656166,-0.60759676
Sr,-0.5636264,-0.11136213,-0.7787631,-0.36587092,-0.015594112,-0.96980923,0.57190305,-0.42743215,0.8267325,0.12156215,0.61495763,1.2049068,0.26757857,-0.823392,0.8947398,0.49790132
Y,0.17267281,-0.45440668,-0.23916939,-0.8281314,-0.093481004,0.07401328,-0.6728094,-0.44668114,0.51753986,1.5768741,-0.9640696,-1.221848,-0.5854219,0.50205106,0.36214393,1.3505572
Zr,0.57830715,-0.13319623,0.50402415,-1.3232487,-0.6664872,1.6020108,-0.43922502,-0.94256216,-1.0901847,1.5316085,-0.56524414,-0.2286752,-2.0830264,-1.5040702,0.85166323,0.4361405
Nb,-0.9813761,-0.29698226,0.311896,0.7986635,-0.2366942,2.1793578,0.14168003,-2.0614228,1.7712507,0.7044835,0.7699036,-1.3630756,-0.008151095,-1.3444582,0.24016663,-0.5654419
Mo,-0.42562526,0.8326635,-1.9627683,1.0741436,0.200384,-0.7979615,-0.817225,0.7635961,-0.18523093,0.2404089,-0.6566112,0.83896893,0.9339326,-1.0394533,0.63877946,0.64218104
Tc,0.27319422,0.91679645,-0.5551603,-0.33616623,-0.34022123,0.31765145,0.83605206,1.0464077,0.014356885,2.2606182,-0.97778356,0.3409723,0.093805276,0.9096392,-0.28672388,0.84174764
Ru,1.4399605,0.07039675,2.0922031,1.4648741,-0.33629903,0.5973638,1.157479,-1.1893494,0.5760922,1.8473092,-1.8941747,-1.9106172,0.09062583,1.6984605,0.9189477,1.9130918
Rh,1.441078,-1.3986815,2.1101067,-1.1840225,0.4512009,0.18890348,-0.9003933,-1.1991599,-0.16006921,1.2762235,-0.061128758,-1.2995895,-1.1429688,-2.6877432,1.3078703,0.69827807
Pd,0.5953724,-0.3795497,-0.40206102,0.88267493,0.5355009,-0.625309,-0.42368257,1.6010051,0.37542847,0.14331467,-0.9303949,-1.2669003,2.2809138,-0.3732794,-0.17914857,-0.7552178
Ag,-0.59356034,-0.77046186,0.46580425,-0.6447322,-1.4210985,1.0010424,1.4495379,0.49472755,-0.41542462,0.14301811,1.9477239,0.39908051,-1.3654243,-3.3230805,-0.71877605,-0.16430119
Cd,-0.47460717,1.0763808,0.23235215,-1.2298989,1.0335923,0.41688615,0.16613291,-0.6091174,-0.9982385,1.1331347,-1.5693057,-1.220038,0.37748444,1.158254,-0.07921421,0.25588483
In,-0.24222358,0.10573001,-0.76310605,0.42211187,0.6423936,-0.007843107,-0.1890926,-0.52034634,-1.5042987,-0.4008465,-0.48752293,0.92440635,0.06096363,0.768267,0.46291327,3.2143798
Sn,0.17161213,-0.51641595,0.8405771,0.38733009,-1.7004641,1.3969442,1.2344122,-0.97576016,0.74679965,0.1993044,-0.4804866,-0.36724693,1.8439305,-0.19681622,1.896766,-0.014594243
Sb,0.8869731,-0.4607086,0.20324361,0.8893773,2.2537549,-1.1145252,0.7925479,0.39254063,-1.1996495,0.05322036,-0.109910354,0.86953646,0.46573344,-0.9898939,1.074297,-1.3415349
Te,2.554574,-2.128732,-0.63253784,-0.54867893,1.4473121,1.0755632,-3.3365188,-0.64898926,0.16964948,0.7623733,-0.14012745,2.1525402,0.06716529,-1.6834544,-1.9199717,-0.5750116
I,2.1316414,0.057816967,0.07184014,-1.4212219,0.3416964,0.23552,-2.0202892,0.5636326,1.0788536,1.0890467,-0.87357765,-0.98110795,0.19064981,1.0033482,0.83681905,-0.047662765
Cs,0.2923477,-0.17708553,-0.5614789,-1.3381828,0.104260884,0.74083006,-0.32795438,1.1614519,0.32366887,-1.002201,0.6453303,0.0011936456,-1.7675076,-0.8789334,-0.7439024,1.0432937
Ba,1.4502703,-1.329278,0.23432569,0.51618975,-0.29388028,0.80265987,-1.2659045,0.19765425,1.770095,-0.96037245,-0.66497195,0.54489636,1.9027445,-0.5290922,-0.044083737,0.078285985
La,-0.16415542,-0.98932576,-0.14161368,-0.15259032,0.050676093,-0.47214684,-0.51077425,-1.9029691,-1.7226177,-1.6128201,1.4643469,-1.2555562,-1.1094584,-0.23531753,0.39207417,0.4696432
Ce,-2.0382807,-1.3027064,0.80636275,-0.2160152,0.6936625,-2.3333628,-1.0919871,-0.7251202,-0.23126377,0.38690117,-2.2596133,0.24192257,0.19283506,-3.8218327,-0.29289302,-0.87612617
Pr,2.2559497,-0.27648377,0.55871344,2.0955474,0.2772488,-1.5283916,-1.1880459,-1.3505907,-0.33143488,0.3142912,0.87784994,-0.3587064,-0.22208863,-0.9168644,-0.8293698,-1.0632627
Nd,-0.31438133,-0.4994707,1.8329191,-0.74728835,0.023118379,0.9454788,0.11428911,-1.1861068,-1.066877,0.12276721,0.2702338,-0.153211,0.8225935,0.20849994,1.0653731,-0.64928347
Sm,0.5280434,-0.13364995,-1.7351468,0.78128326,-1.2340006,0.0736792,-0.59839296,0.99440694,0.22268482,2.7129154,-0.0058579007,-0.5568242,0.27539268,1.0811725,0.74829835,1.604462
Eu,-0.5213117,1.4689873,-1.3051089,0.78248674,0.23379718,0.6787731,1.6088185,-2.6951325,0.10901768,0.45744464,0.055258583,-1.663178,0.4473374,-0.13799381,-2.7542117,-0.6859056
Gd,1.8637114,-0.15174286,2.974597,0.145651,0.8432723,0.7378286,-0.82971805,-0.6848723,-1.2965398,-0.40146297,0.63102543,0.93587875,-1.1665102,1.1877475,-0.0021014519,0.4832787
Tb,-0.6345409,0.30450666,-0.2200004,-0.05471842,0.86006635,0.49308577,0.7254792,0.71464914,1.3603398,1.4101956,0.3393814,-0.73651874,1.8238944,-0.0484575,0.86127394,1.2957914
Dy,0.96232307,0.39710298,-0.19787899,0.6708005,-0.03395581,-1.0466795,0.51375204,1.7875662,-1.8021594,0.4283875,0.40174174,-0.3470868,-0.42580366,0.12266602,0.8794264,-0.28847802
Ho,-1.0513598,-0.11214972,-0.82864064,0.7272409,0.27915323,1.013994,0.9117928,1.2560879,0.45693192,-0.18301032,1.1386244,-0.9866263,-0.5964116,0.900001,-0.45310462,1.9237684
Er,0.36491627,-3.1089914,-1.9924943,0.99571294,-0.5823579,0.57607216,0.49962696,2.673941,-1.706023,0.28170952,1.5211108,0.531359,-1.699316,0.5554562,-0.24177954,0.2751299
Tm,0.6456588,-0.32768664,0.20855063,-0.6663975,-1.9852327,0.09477968,-1.542496,-0.41162848,-0.04405519,1.6395427,-1.9699004,0.122946486,-0.70512456,0.984829,0.09750841,-0.48629704
