Element,Dim_0,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7
H,-0.8026086,1.1193069,0.46787488,1.0568868,0.38791263,-0.4366458,-1.6711246,-0.49259466
Li,-1.9915248,-0.5323808,-1.9212929,0.5403962,-2.0622184,-1.3811902,0.1847406,0.4513047
Be,-0.1444507,2.6420615,1.4673883,-0.025443215,0.20706438,0.36952123,-0.8949293,1.166008
B,-0.8281361,-0.7152293,-0.7536113,-0.1273301,0.6041622,-0.016462868,-1.4916472,-0.5337017
C,-0.1804981,0.42005628,-1.8165187,0.8829787,-0.30465865,1.1836175,-0.18831997,-0.15210204
N,0.12563762,0.3898319,1.2924098,-0.414811,-0.49202076,1.3546154,-0.52333015,0.007918467
O,-0.96452767,-2.0947633,-1.055194,0.033783946,-0.10683714,1.1174046,-0.8707598,1.11487
F,-0.67261744,1.2168797,0.6561082,1.0845654,-0.63940215,0.6153746,-3.0107298,0.80567515
Na,-1.3128376,1.4236488,-0.70843387,-0.19171044,-0.7782233,1.2597902,-0.57359475,0.01996892
Mg,-0.5742271,0.62424743,-1.0227314,0.5745995,-0.80372953,2.0976167,1.054247,1.9841187
Al,-0.28304043,0.16073492,-1.212027,0.17729397,-1.1098557,-0.12850946,-1.0971555,-0.61394846
Si,-0.825617,0.083366655,1.4216781,-0.2802901,-1.1119272,-2.1061912,-0.21625875,0.5780084
P,0.1952011,-0.8589049,-0.1555256,1.324304,-0.8814396,0.416537,0.8546053,0.6501415
S,-0.42750192,-0.36716345,0.90089536,-0.033458434,-1.2865809,0.29278138,0.91994387,1.902801
Cl,-0.87159085,-0.24585193,1.0783138,2.1748264,-1.1811454,0.38733706,-1.0644647,-0.7298816
K,-1.9135679,-0.1707225,-1.0473219,-0.5932962,-0.8364696,0.63487446,0.253358,0.70746446
Ca,-1.561906,0.38146663,-2.5266562,1.131272,0.30267072,0.93705004,-0.044588145,0.4576019
Sc,-0.7200691,0.16484684,0.45122367,1.4026643,-0.11955585,-0.9034905,1.6722459,1.3513699
Ti,0.5599118,2.6017003,-1.3404248,-0.43330052,-1.0310975,-0.35585192,0.13915238,-0.19617109
V,1.6990889,-0.31313765,0.3437301,-0.42372587,-0.46127492,-1.8296276,-0.89638424,-0.4789637
Cr,0.44908485,0.003823652,0.34260812,-2.171336,0.25033402,-0.81651944,1.3802496,0.28220114
Mn,-0.5803362,-0.38009733,0.38390142,-0.8530056,0.3690369,-2.305985,0.2936299,-0.32181677
Fe,0.3591556,0.6253839,-1.460408,-0.60359615,0.72694486,-0.22193736,-0.8648636,-1.4380418
Co,0.5946681,-1.4778005,-0.30245122,-0.5561988,1.8798827,-0.39878288,1.3577213,1.2663548
Ni,-0.3925938,-0.5872214,0.17782986,-1.3225108,1.7967206,0.64244556,-0.13142245,-1.3009228
Cu,1.1554416,1.0343395,-1.0425118,0.36173904,-0.34305093,-1.0762029,-0.0040869466,-1.7237096
Zn,-0.85388833,-1.1948404,0.13100535,-2.625391,2.5942175,-1.28338,1.0580559,1.2421229
Ga,-0.20842072,0.31955364,-0.47733346,-0.38372034,1.0783539,0.27691874,-0.7147357,0.24501191
Ge,-0.40072548,0.02007576,-0.9648445,-1.1847198,-0.47362757,0.7500566,-0.31811973,-1.0077164
As,0.4233292,0.13799758,-0.6808148,-2.1119328,1.1363926,1.13276,0.13359964,1.7541763
Se,0.58361876,-1.4476364,0.95093584,-0.9244777,-1.1793455,0.72772574,-0.5669913,0.07584118
Br,-1.7423979,-0.770426,1.5433977,1.2700987,-0.29101777,1.080654,0.96053004,2.1000056
Rb,-1.2983769,0.31386352,-0.26977822,-0.057628073,-0.86525506,1.7135909,0.13913019,-0.60376364
Sr,-0.3535253,-0.114950135,-1.9146513,-0.57749426,0.22446023,-0.06404608,-1.5747555,-0.0036355334
Y,-0.8615697,-1.2937165,-1.1842451,-1.3155155,-0.57586074,-1.1828284,-0.10956719,1.6166631
Zr,0.53966874,-0.9889958,0.04916488,-2.072605,0.6278137,-0.2536314,-1.6308795,0.540645
Nb,1.8630661,-0.8444868,-0.85273945,-0.30226228,-0.37541786,0.6300261,0.7495596,0.8879392
Mo,0.13691153,-0.5286124,-0.10091326,-0.37671268,0.6784883,-0.08131389,0.50534993,0.00061669864
Tc,-1.6614873,0.07134614,-1.1744599,1.6501951,0.32493308,-1.315213,1.1000822,-0.57735026
Ru,0.04329673,0.71169764,1.2318547,-0.11917502,1.4454857,0.5392646,0.7334447,-2.835592
Rh,0.4031913,-0.8004576,-1.6803036,0.809415,0.7173455,-1.2516168,0.16493188,0.36128038
Pd,1.0722712,-1.6269745,-0.10441147,0.24536936,0.865215,0.6751457,0.50100166,-0.43037435
