Element,Dim_0,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7,Dim_8,Dim_9,Dim_10,Dim_11,Dim_12,Dim_13,Dim_14,Dim_15
H,-0.13903981,0.3166917,-0.1551496,-1.7367407,-0.48996425,0.9662122,0.17410873,0.06462012,-2.606017,2.9054313,0.650803,1.6621134,0.5365734,0.94272435,0.6981703,0.66977185
Li,-0.9743244,-0.21701936,1.1287253,-0.18735564,0.5283316,0.28393525,1.4432014,-0.2270249,1.825355,2.3281941,0.15168256,0.14773409,-0.6614438,-0.3830364,0.10676075,1.3097584
Be,-0.16210872,0.7534563,-1.464521,-0.6558424,-0.8074393,2.7633388,1.7555418,0.3777227,-1.7690978,-1.1467862,1.4839661,-1.1191033,1.1592194,0.75018376,-0.2190821,0.27305365
B,0.2377731,-0.3446967,-1.4073644,-1.0322852,-1.4996531,0.98278826,-1.2814877,-1.238785,-1.4788705,-0.99953187,0.43194342,-2.329948,1.1763707,-2.2375627,2.6569371,-0.26959234
C,-0.26517278,0.58283836,2.6281283,0.46723226,1.4069322,1.2188214,-1.1361272,-0.8676534,-3.0648613,-0.30386874,0.585493,-0.10971637,1.9008622,-3.0679379,-2.1428058,-0.82470584
N,0.97471595,0.19895954,2.0364072,0.5659806,0.07868655,-1.2295787,-0.9162791,-0.14193554,0.018553803,-0.31082615,0.10256047,9.4536335e-05,0.7779416,-0.8797709,-2.3310332,1.0186055
O,0.894473,-0.52361256,0.62539786,-0.9342456,-0.5874319,1.2171695,-1.1371537,1.3540596,-1.4223287,-0.80539054,0.43788588,-0.3416729,0.24797471,-1.5670819,1.4085603,0.42986065
F,1.9220703,0.63380176,1.9641515,0.42234737,-0.09454969,2.8193052,-1.1941075,-2.2000906,0.9148472,-0.29765213,-0.75417817,0.07659636,-0.5624592,-2.4692929,1.4003674,0.26137817
Na,-0.9062351,2.0168426,-0.9743057,0.27868235,-0.6068811,0.67676556,-0.022737464,1.3977251,-1.7000197,1.5772669,-2.4466586,0.102954045,-1.0000174,-1.2081323,0.36278152,1.3535413
Mg,0.18744196,-0.3918944,0.31586146,-1.1099476,0.33711,0.9271053,-3.2176042,0.21500601,-0.47470385,0.55317944,-1.2144033,0.30059525,-1.4055488,1.0241282,1.9509511,0.21980597
Al,0.706613,1.2879269,-1.4045776,1.080391,0.47263,-1.2746915,2.3674712,0.3554636,-1.9090706,0.021013472,-0.09978052,0.6382752,-0.32524306,1.2908143,-0.94868803,2.1055615
Si,2.6395338,-0.88074714,1.7493843,-1.1538849,0.64209116,-1.6525452,0.42081875,0.54707795,0.7371758,0.5910873,0.47141075,1.0953194,-1.5916191,-0.72760004,0.27787668,2.7068393
P,1.5959884,0.16161983,0.02487025,1.2603831,0.38203695,-2.6321461,0.7867712,-1.824396,-1.0451139,-0.6166331,-1.9307945,-0.28428385,0.054384954,0.5088402,2.5893886,1.0290232
S,1.0869021,0.59134644,0.29168385,-0.37821248,2.9358883,-0.16437982,0.16367283,0.4952119,-0.8014267,-0.0035781919,-0.32657233,1.4231037,0.9740458,1.1124533,1.3949724,-0.16070059
Cl,0.06994346,1.5868528,0.42698264,1.2559521,-0.24538039,0.12702224,-0.55578816,-1.5118464,0.047526166,1.1621239,-0.57895356,1.0288463,-0.6296169,-0.4533452,1.6216103,-0.40444505
K,1.17395,1.1747752,0.094860226,1.874193,-0.46817613,-0.49185696,1.2059067,1.6460202,-0.8193982,-0.40604773,-0.65509546,-0.8618767,1.3413818,-0.42666695,-0.044983223,0.2797966
Ca,-0.8478941,1.9747471,-1.4068232,-1.3438307,-1.6068991,0.64590436,1.1319187,1.2998984,-0.4987202,0.21665889,-0.1396687,-0.28108793,2.1762831,-0.85021263,-0.86895,-1.0516733
Sc,0.55108887,0.74568754,1.0634685,-0.24669713,-1.0268768,-1.288159,-0.92470145,-0.4446706,-0.5455197,-0.2985692,-1.3520709,1.7881587,-1.5146568,0.86257696,-1.2398705,0.25535402
Ti,0.63964915,-0.19498901,-0.44306186,-0.20521355,0.40492037,-1.1652706,-1.2422563,-0.038816176,-2.2087617,-0.013781092,0.067937516,0.48736307,-2.7053056,-0.31855777,-0.37584585,-0.06925906
V,0.55277616,-0.32825756,-1.255932,-0.71125215,0.98613346,-0.62683916,1.2395984,0.14812398,2.2900126,0.85379505,0.7928612,-0.71913505,1.194568,-0.1123023,0.21011572,1.3244914
Cr,-0.3608591,-0.47312477,1.3766067,0.3728888,1.1807829,-1.9537091,-0.6453945,-0.78406924,1.0399363,-0.78924525,0.042753242,-0.57047004,1.143526,0.817171,0.84894407,1.001527
Mn,0.901682,-1.7150943,-2.843204,0.32090905,0.4000096,-0.5754549,0.4616342,1.5617068,-3.0295858,-0.3294719,-1.1716897,0.62454426,0.90043133,-1.1928371,1.0130715,0.6302743
