Element,Dim_0,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7,Dim_8,Dim_9,Dim_10,Dim_11,Dim_12,Dim_13,Dim_14,Dim_15
H,-0.20519595,0.43295988,-1.0077813,-1.9877508,-0.6769914,1.3818017,-0.26483026,-1.1219019,-1.0113137,1.3104992,-2.5995498,0.7902798,0.5099948,-0.8343399,0.47650284,-0.5728547
Li,-0.80392814,-0.887051,1.7485924,1.2557318,1.6268122,0.005384194,0.63914627,-0.17190446,-0.80092573,0.7646139,-0.75055146,0.1503969,0.83475345,0.41721654,-1.1693094,-0.6449076
Be,-0.19056262,-1.7688072,-0.80413616,0.56866515,2.1901634,-1.0393709,0.29535842,0.7299683,0.6872257,0.88228357,-1.5560346,0.5283835,-0.23339579,1.7651637,0.30671668,0.97975445
B,-0.21872276,-0.0010449133,0.42521983,0.8866118,0.88746554,-0.25160953,-1.0378178,-0.6518978,-1.3699013,0.4637788,-0.7708035,2.3422701,1.0516846,-1.2101865,-0.23802839,0.47176722
C,-0.27004585,-1.4707417,1.7564037,-2.4361086,-0.019409329,-0.09164024,0.18259579,-0.1697865,0.5847469,-0.0077800076,-1.5887381,0.40738696,1.7351618,-1.3572712,-0.561181,-0.71765345
N,0.5867896,-1.6073853,0.7657619,-0.8922552,0.86584294,-1.6241657,0.23682708,-0.2846884,-1.7116594,-2.2192512,1.4587909,-1.0090325,-0.7492157,-0.14310329,0.99956524,-0.91546863
O,1.0708214,0.112326816,1.219811,-0.9893591,0.31295535,-0.49382436,-1.1132646,0.27398142,-0.8401139,1.9657799,-2.8231745,-0.23151834,1.2531984,0.48067704,0.6068631,-0.24465299
F,0.098403245,-1.6727841,0.74254227,0.21280743,-0.091690086,0.38307682,-1.0112844,-0.33557743,2.074893,-2.7446623,-1.2830225,0.47807977,-2.481806,-1.7264065,-0.006761143,1.2577925
Na,-2.7978902,0.45189363,1.1657863,-0.57833254,-0.33190367,0.5703149,0.11394327,-0.9743432,-0.5135848,-0.781766,0.18999414,1.0038785,-0.44016698,-1.150006,1.2384267,1.1300833
Mg,-1.4127216,-0.303523,-0.03300306,0.5788863,0.18637837,-0.4931934,2.1094418,-0.10997168,-0.0005436618,0.8431069,-1.4715945,0.30048597,1.5495018,-1.0533966,-0.24020743,-2.344927
Al,-0.1796792,-0.7891443,-1.411459,1.5436658,1.2692347,0.3685262,0.91182595,-0.92775095,-1.8336827,-1.0791081,-0.99497575,-0.7534295,0.69537,1.5262786,0.22132492,-1.0491028
