Element,Dim_0,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7
H,-0.6599958,0.2595312,0.3355189,0.29752237,-0.31144735,0.8258928,0.23367861,-0.81011087
Li,-0.70014626,-0.00482234,0.2805066,0.6674435,-0.38418555,-0.08440477,0.22153458,-0.5916154
Be,-0.011400992,-0.25266448,-0.0930392,0.48916724,0.21679184,-0.2453056,0.19400352,0.012319136
B,-0.4417593,-0.060390964,-0.14344026,0.8029069,0.028554868,0.12887585,-0.33285138,0.9060685
C,-0.35438612,-0.33378968,0.4360839,0.48698682,-0.29816267,0.13735652,-0.39273864,0.71300787
N,-0.55663884,-0.37534317,0.4632023,0.42360103,0.04566702,0.28745866,-0.4017242,0.22888756
O,-0.33198607,-0.020582374,0.27384776,0.18465814,-0.17088085,0.5737263,-0.24435955,0.06224416
F,0.09411394,-0.186928,0.009238914,0.6644476,-0.8717134,1.0568389,-0.06224022,0.14035927
Na,-0.48069152,-0.10963467,0.68668634,0.071351506,-0.26672944,-0.13489665,0.3530409,-0.7907743
Mg,0.23833531,-0.33787137,0.5606259,0.21340579,0.2812048,-0.15213719,-0.010893457,0.11720541
Al,-0.10523817,-0.054075286,0.06386255,0.55099976,0.44304076,-0.050252162,-0.38619015,0.6079362
Si,-0.23261422,-0.15560795,0.36949828,0.19841105,0.29287764,-0.28123605,-0.4537985,0.7432682
P,0.1058186,-0.47349277,0.079285145,-0.3278694,0.42689392,0.3441951,-0.39896673,-0.02577072
S,0.263455,-0.39532426,-0.042861238,-0.29058906,-0.08249088,0.51043653,-0.46901843,-0.10096043
Cl,0.07684021,-0.2378795,-0.26762998,0.097864956,-0.32317016,0.9510833,0.04201743,-0.28468344
K,-0.30935654,-0.054461833,0.5778618,-0.030402802,0.11699733,-0.3834077,0.26593277,-0.7328359
Ca,0.17970021,-0.024255093,0.97377855,0.2514314,0.4704453,-0.6509354,0.54448086,-0.2638826
Sc,0.25396484,-0.30617657,0.74315894,0.068457164,0.30019417,-0.66784465,-0.57038844,0.2121148
Ti,0.07972818,-0.43765804,0.7872039,0.47203395,-0.16675936,-0.419381,-0.3707712,0.17626254
V,0.15451388,-0.38686255,0.7844198,0.43506655,0.19127154,-0.2290779,0.026884608,0.21696566
Cr,-0.06777448,-0.4668046,0.6942712,0.48778513,0.31242046,-0.089295715,-0.024109125,-0.042880382
Mn,0.21021828,-0.2798473,0.63698155,0.4644969,0.24482349,0.004545428,-0.17876627,-0.050685104
Fe,0.0014262255,-0.38437214,0.3111518,0.775205,0.34001014,-0.18652922,-0.13136816,-0.28930467
Co,0.07226186,-0.39146832,0.6732334,0.48773465,0.25017667,0.03863263,-0.20315582,-0.62367433
Ni,0.45716423,0.2606224,0.7954476,0.6336624,0.35897627,0.15224949,-0.41111818,-0.43682757
Cu,-0.115187906,0.18339007,0.61865634,0.7399648,-0.01210219,-0.09550032,-0.10366732,-0.433095
Zn,0.19497462,0.365109,0.42150337,0.5482528,0.30710194,-0.4295734,-0.24938026,-0.13338394
Ga,-0.050063573,0.07488008,0.18096243,0.46046394,0.17123362,-0.20848662,-0.44229648,0.49003038
Ge,-0.09927058,0.019716222,0.45807755,0.10366596,0.04938252,-0.21146232,-0.47066697,0.6701166
As,0.12394746,-0.2698056,0.114504,-0.13311687,0.29314205,-0.12005621,-0.3740442,0.23462602
Se,0.3893048,-0.18726495,0.006744817,-0.16069737,-0.20439886,0.2023898,-0.42555827,0.08364047
Br,0.4660133,-0.19851086,-0.13929854,-0.13833863,-0.41697758,0.7269194,0.0130293295,-0.37778968
Rb,-0.39511803,-0.39167416,0.6174789,0.045149364,-0.0910148,-0.4055557,0.11049739,-0.29525635
