Element,Dim_0,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7
H,0.41902554,0.18361194,1.9397658,-2.1984408,0.15915307,1.4348552,0.47258788,-0.52639395
Li,-0.17867702,-0.6559093,-0.053790286,0.36366576,0.7800191,1.7768972,-0.10690011,0.030647174
Be,0.7155646,-0.5099053,-0.30835855,0.08457765,0.95917535,1.3771168,-0.28950244,0.5656937
B,0.98575294,-0.427917,0.5933832,-0.5726873,0.37389773,1.2062485,-1.0880146,-0.6086407
C,-0.42040277,0.677559,-0.39641875,1.4709505,0.37416768,2.0173779,-1.7673968,0.28423136
N,0.059666567,-0.34531304,-0.44613284,1.8323774,-0.3059975,1.4833974,-0.52279454,-0.4059375
O,0.28366044,-0.13718264,-0.23729827,0.8140048,-0.63174826,2.0259893,-0.9475624,-1.3133421
F,-0.31042418,-0.60235083,-0.3335063,0.96946806,-0.89689946,2.3036733,-0.5263736,-1.507792
Na,0.60027987,-0.7143428,-0.12571265,0.796533,0.46967587,2.1441147,-0.17944004,-0.2301825
Mg,0.07074501,-0.37801844,0.0040576607,1.1963582,0.48792982,1.8089129,-0.87055093,-0.32770675
Al,1.2270275,-1.3440332,0.032682225,0.3195821,0.66536,1.749739,-0.016015336,-0.23361593
Si,0.89940554,-0.48547643,-0.044951692,0.3146143,0.8822118,2.0866423,-1.3701512,0.11611712
P,2.6559038,-2.0949976,0.1880012,3.0920339,-0.5455606,0.89490443,1.3852711,-0.5304406
S,-0.0034750178,-0.6201974,-0.12188253,2.2309244,-0.405712,1.6319243,-0.96279293,-1.2190795
Cl,-0.48662812,-0.5702215,-0.1751072,0.7072126,-0.4965217,1.9232521,-1.4221426,-1.6590378
K,0.22936356,0.2705372,-0.015748084,0.2746508,0.5769914,1.7841613,-0.67939305,0.38411537
Ca,0.71864533,0.17256297,-0.431152,1.2789023,1.368864,0.9884114,-0.396283,0.26783124
Sc,2.0398188,-0.72353685,0.6621189,0.6302069,1.0883281,1.1752203,-0.43858615,-0.34068298
Ti,0.76168543,-0.58451295,0.8241614,0.24461341,1.4927293,1.1681477,-1.3293178,0.04060951
V,1.3872075,-1.4947002,0.8882603,1.3776436,1.7341373,0.4862936,0.48941284,0.808904
Cr,0.5430251,-0.6822889,0.25610965,1.0643133,1.8419664,1.0117978,0.055765256,0.25407326
Mn,1.7160401,-0.9715452,-0.041386947,0.6142562,1.9658453,1.1411834,-0.52597827,1.5745742
Fe,0.5316031,-0.48187387,0.53877646,0.99974734,2.0364778,0.54271424,-0.8123607,0.20027003
Co,1.5554811,-0.6592875,-0.17197476,1.4636977,1.6523275,0.9233966,0.25958222,1.0335932
Ni,1.0920657,0.42101848,0.07266864,0.59293175,1.5693479,1.7667372,-0.6680965,1.3654459
Cu,1.1044014,0.25769436,-0.367392,1.1017354,1.7813632,1.1418941,-0.8204811,1.0348454
Zn,1.4410652,-1.3494515,0.3925985,0.19361597,2.009816,1.3306555,0.008702293,1.4921257
Ga,1.4068922,-0.57040995,0.15354346,0.28011328,1.2577984,1.602334,-0.4263928,-0.12419161
Ge,0.7259525,0.12103908,0.7190227,0.89650345,1.1683341,1.755024,-1.7570958,0.34934807
As,1.9938451,-1.7810752,1.1612759,1.5258975,0.5704254,0.40839127,0.37543595,-0.532159
Se,-0.29746586,-0.32403463,0.3705744,1.4749544,0.5686856,1.8146144,-1.6204607,-0.54008436
Br,-0.11910134,-0.35433012,-0.18257882,2.0706754,0.12630162,1.706914,-1.6671115,-0.8748512
Rb,0.082169764,-0.04755882,0.07455085,0.16874304,0.2870009,1.8536255,-0.31649327,0.09064445
Sr,0.74370223,-0.35825866,-0.24240668,0.087912105,0.89839804,1.4038165,-0.38999283,-0.012825809
Y,1.976698,-1.4109244,0.4683084,0.613275,1.2673292,0.5156103,-0.024673,-0.9181919
Zr,1.7135487,-0.70901847,0.20085812,1.2734671,0.8303219,2.7197714,0.45409244,0.50375956
Nb,2.0819046,-1.3849188,1.2412883,0.6536794,1.3944787,0.6975901,0.6709201,-0.20432529
Mo,0.8381055,-1.1676694,2.0389273,0.76480156,1.1927884,0.8306041,0.17028926,-0.8129548
Tc,1.6731215,-2.0167031,1.4835812,0.9162175,1.4117899,0.95223737,0.42416608,0.79329175
Ru,-0.109542914,-0.92958593,1.5349976,1.3766886,1.7162243,0.8168639,-0.69324905,0.055990607
Rh,-0.38000074,-0.8066689,0.9928001,1.2104077,1.6045957,0.8838128,-1.2541755,0.28534782
Pd,1.2473291,-1.7330804,1.3958107,0.35723314,1.3184445,1.3850888,0.9791905,0.6037424
Ag,0.09189438,-0.7742672,1.2632018,0.91782236,1.4501426,0.81262064,-0.69350797,0.16064411
Cd,1.5669335,-1.5858672,0.41004878,-0.3223771,1.8120121,1.4157183,0.3668887,0.7393784
In,2.61271,-0.5925867,0.42773938,-0.1155839,0.75665104,2.1306818,-0.72258025,-0.47214985
Sn,1.7866683,-0.0012108535,0.6854197,1.2515979,0.71414506,2.682913,-1.2330534,0.46961576
Sb,2.5120182,-1.5374008,1.0504717,1.5745561,0.4393886,1.142648,-0.48072463,-0.70550114
Te,0.20678544,-1.2933776,0.87082905,0.99079466,0.43760318,1.4637444,-1.0113789,-1.259614
I,-0.40797418,-0.9510997,0.05522111,1.5242101,0.091755286,1.4476616,-0.9780944,-1.0702446
Cs,-0.37643677,-0.094458275,0.71857315,-0.13999149,0.41993558,1.757133,-0.4138171,-0.09562898
Ba,0.3366333,-0.59028214,0.39149833,-0.061990455,0.9473324,1.1798439,-0.78499645,0.1282163
La,-0.28480998,-0.23554276,0.106936276,1.9539067,1.0687429,1.6172982,0.67849463,-0.5062554
Ce,-0.28480998,-0.23554276,0.106936276,1.9539067,1.0687429,1.6172982,0.67849463,-0.5062554
Pr,-0.07317903,-0.6014463,0.118630365,2.0289526,1.1171198,1.5354507,0.42765898,-0.23121366
Nd,-0.73406714,-0.001249902,0.23855786,1.4824823,1.0969074,1.5239,-0.14557886,-0.59913373
Sm,-0.51563966,-0.021962285,0.029207855,1.5604048,1.115475,1.498817,0.019553497,-0.53151894
Eu,-0.40624374,0.03103584,0.48740536,1.5727746,0.75622684,1.0760248,0.75776476,-0.6599118
Gd,-0.51563966,-0.021962285,0.029207855,1.5604048,1.115475,1.498817,0.019553497,-0.53151894
Tb,-0.6443681,0.33400685,0.36013484,1.4274998,0.95508176,1.4697266,-0.48248124,-0.6450701
Dy,-0.51382524,-0.2981949,0.5394231,1.7595973,0.7494414,1.2771881,0.37534964,-1.2062373
Ho,-0.74465495,-0.084614396,0.46169472,1.3660955,0.7961736,1.1587067,-0.28359148,-1.2315009
Er,-0.74465495,-0.084614396,0.46169472,1.3660955,0.7961736,1.1587067,-0.28359148,-1.2315009
Tm,-0.41587394,0.30375797,0.33018517,1.501413,0.7065121,1.8348917,-0.22909015,-0.5245459
Yb,-0.26114193,0.13110903,0.7952042,0.821983,0.7092685,0.6764833,-0.062465176,-1.1281378
Lu,2.1188912,-1.4622815,0.60370815,0.6818075,1.4525242,1.007416,0.27134985,0.4104827
Hf,0.83563334,-0.5551232,1.893587,-0.4354071,1.180686,1.2847087,-1.301611,-0.65383583
Ta,0.8197697,-1.0312533,2.216866,0.15188383,0.9371165,0.07815552,-0.62030965,-1.461556
