Element,Dim_0,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7,Dim_8,Dim_9,Dim_10,Dim_11,Dim_12,Dim_13,Dim_14,Dim_15,Dim_16,Dim_17,Dim_18,Dim_19,Dim_20,Dim_21,Dim_22,Dim_23,Dim_24,Dim_25,Dim_26,Dim_27,Dim_28,Dim_29,Dim_30,Dim_31
H,0.37461305,-0.025548708,0.020839015,0.2307536,-0.30630445,0.23401624,0.6161754,-0.5474161,0.5160605,0.4091589,0.11395767,0.19405836,-0.27861714,-0.010365004,0.02747026,0.32200283,-0.09095175,-0.1684854,0.2537301,-0.184163,-0.11949232,-0.04599359,0.017951883,-0.63024604,-0.15168688,0.02071745,0.26169452,0.45373848,0.012817681,-0.6626168,-0.61459154,-0.042080596
Li,-0.055750705,-0.26950765,-0.19457495,0.056186587,0.08299989,0.1799505,0.38921297,-0.1150223,0.16718772,0.13514477,0.33777806,0.13767597,-0.009091109,-0.22442548,-0.06753993,0.05585538,-0.03789348,0.15750629,-0.028481156,-0.2356332,-0.027963798,0.24080905,-0.11714656,0.011195213,0.30192155,-0.124495216,0.47322848,0.10766004,-0.09110072,-0.3340438,0.20841634,0.22416043
Be,-0.31012702,0.061241616,-0.018825656,-0.15809096,-0.1218313,0.25213784,0.40235654,-0.049319223,-0.14888985,-0.085118294,0.20111582,-0.07154793,0.18222651,-0.08996517,-0.13251847,0.071072794,0.29265076,0.35663885,0.20160773,0.05376679,-0.14037107,-0.02649621,-0.1184346,-0.5736017,0.12599106,-0.17616731,0.30161208,0.089461334,-0.32281208,-0.055729687,0.021500677,0.09458208
B,-0.07591651,0.25673926,-0.31489107,0.118652806,-0.41731784,0.40659422,0.68680465,0.07822944,0.19319564,0.21499401,-0.07397011,-0.2945967,-0.31513047,-0.21444161,-0.025047958,0.30512238,-0.008063771,0.18731451,-0.013025023,-0.09711665,-0.27598837,-0.054799013,-0.17747355,-0.15026161,-0.31197459,-0.20483357,0.041797355,-0.18835896,-0.18898459,-0.5510334,0.011800528,0.26839784
C,-0.4703145,0.57861406,0.10764187,0.18824825,-0.3331438,0.3368395,0.09724206,-0.0049137864,0.27200234,0.15595497,-0.1981757,-0.5011689,-0.045890596,0.23287989,-0.31156912,0.09163974,0.2903086,0.3978063,0.27419925,0.16545817,-0.2395022,0.08949304,-0.24140355,-0.36341727,-0.2990244,-0.19519737,0.4658151,0.071063675,-0.3276407,-0.4779588,0.072270066,0.20824715
N,-0.05579119,0.43675268,-0.018006368,0.12499471,-0.1133607,0.2367788,0.30129477,0.3470923,0.017162092,0.27744016,-0.23894566,-0.21966127,0.0018163584,-0.14850429,-0.057171606,-0.1564741,0.3038587,0.1338422,0.3387061,0.25884253,-0.45302436,-0.2835838,0.15532377,-0.18294427,-0.38108397,-0.118660115,0.01911503,-0.055186458,0.06943634,-0.3267361,-0.14904235,0.23187156
O,-0.1986225,0.4409294,0.067550115,-0.09849627,-0.38625768,0.25924265,0.36718753,0.251459,0.06707412,0.44227982,-0.1763756,0.02463863,-0.13427027,0.13268107,-0.18089002,0.09578405,0.017356433,0.2715827,0.32729733,-0.25474474,-0.59960866,-0.1925681,0.23838758,-0.10241629,0.06325011,0.28491375,-0.13369451,-0.004147388,0.0642571,-0.18603551,-0.5806204,0.16531283
F,-0.06257543,-0.09571397,-0.0431335,-0.14312778,0.12881894,-0.17898327,0.2442171,0.08724227,0.20014082,0.0013948977,0.13703153,-0.16453019,0.20407599,0.18889712,-0.049950972,0.10326124,0.3126228,0.11503174,0.39918935,-0.042319026,-0.029806767,-0.08157148,-0.00081606954,-0.15103978,-0.16175777,0.1673216,0.26139152,-0.02008652,0.21573941,-0.27619785,-0.012580417,0.058972523
Na,-0.10959184,-0.24055648,-0.21654463,0.010931842,-0.12056999,0.13582446,0.17948717,-0.05617515,0.51916516,0.11057936,0.26757267,0.27296218,-0.13979325,-0.121851094,0.036376253,-0.016440049,-0.0019238517,-0.1809454,0.11008851,-0.10968009,0.14768443,0.5345319,-0.050886057,0.29724026,0.08707003,-0.019541487,0.18940176,0.33280644,-0.021663249,-0.21374558,0.2496446,0.17169493
Mg,-0.37738603,0.022292849,-0.1912884,-0.29158187,-0.29060984,0.27021363,0.05192402,0.12920325,0.410712,0.06389043,0.17181447,0.26426423,0.09716252,-0.10638178,0.08030185,0.054646485,0.1425052,-0.12909517,0.036163308,-0.21511692,0.20787983,0.30211872,-0.015983783,-0.04233565,-0.03507398,-0.17454651,0.123814486,0.23544312,0.0936414,0.21714504,-0.19797178,0.09453514
