Element,Dim_0,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7,Dim_8,Dim_9,Dim_10,Dim_11,Dim_12,Dim_13,Dim_14,Dim_15
H,0.31161392,0.16926332,-0.2856658,-0.10834208,0.07762632,0.25339434,-0.3260544,0.1021198,-0.24851817,0.07606765,-0.35037085,-0.08125226,-0.3441622,-0.12078114,-0.16952044,-0.013522148
Li,-0.060987584,-0.2753705,-0.43670988,-0.08675602,-0.08520959,0.07721783,-0.49011287,-0.084234565,-0.16121164,0.021083795,-0.37806183,0.14940691,0.29475662,-0.3074929,-0.35965717,0.2930313
B,0.41152534,0.10961641,-0.09107865,-0.30664945,-0.15942252,0.21768738,0.14896157,-0.007961985,-0.07508185,0.32550526,-0.33467948,-0.070075914,0.076744616,0.30676103,0.020714179,-0.23245138
C,-0.33088738,-0.21976991,0.06828753,-0.10526152,0.0939814,0.33111376,0.043506123,0.090258226,-0.04678292,0.33844745,-0.15126179,0.41262692,0.08627543,0.38799763,-0.21243677,-0.02627132
N,0.013965665,0.4436531,-0.1166311,-0.118953034,0.04855497,0.27074352,-0.06002339,0.1797666,0.16122475,0.28741592,-0.11799111,-0.044371516,-0.07652429,-0.28479546,0.27558774,-0.1297871
O,-0.08416535,0.0942353,-0.2487728,-0.043367043,0.00877434,0.037408065,-0.34199718,-0.18457976,-0.100898616,0.61052215,-0.08746888,-0.0094276,-0.39294127,0.40709198,-0.24119309,-0.16124055
F,-0.03697971,-0.0033482164,-0.25101617,-0.008760076,0.13079365,0.1610586,-0.23171172,0.1306133,-0.16015968,0.21173072,-0.25187212,-0.33313742,-0.2737642,0.2844743,-0.23041251,-0.22347018
Na,-0.14314462,-0.37362158,-0.3674832,0.1302155,-0.12121017,0.0008364059,-0.3276987,-0.06722905,-0.3113409,-0.06561129,-0.17285997,-0.09371674,-0.07630965,-0.41622114,-0.024032585,0.1392287
Mg,0.046008598,-0.11024256,-0.118877396,0.037477143,-0.14531584,0.019402009,-0.12631914,0.38718528,-0.14906242,0.15969293,-0.3135773,-0.20460144,-0.17889662,-0.17791595,0.103619695,0.040253684
Al,0.017565116,-0.45217925,-0.47354946,-0.13546036,-0.22152828,0.5132706,-0.3130827,-0.11672112,-0.29012957,0.20705691,-0.733844,-0.4115343,-0.30089745,-0.44053513,-0.19507816,-0.2679258
Si,-0.4016909,-0.4202464,-0.41526806,-0.003583923,0.13084354,0.41825387,-0.22914907,-0.01991127,-0.14987528,0.35017276,-0.596522,0.14341354,-0.005906757,0.092069656,-0.63496006,-0.06841156
P,-0.09011109,0.01683287,-0.19686042,-0.31457835,0.12074806,0.4039274,-0.03186264,0.24653539,0.12099431,0.39021283,-0.3253345,-0.18125987,-0.33725795,-0.5429158,0.21994352,-0.022289842
