Element,Dim_0,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7
H,0.18060723,-0.74815506,-0.05402769,-0.76498914,0.249625,-1.1557575,-0.9035404,-0.15827593
Li,0.7040827,0.20851453,-0.84561086,-0.21396685,0.38343096,-0.42433894,0.24753027,0.12874246
Be,-0.12337583,0.061577212,-0.20989075,0.2681553,-0.5625349,-0.31427526,-0.73012704,0.20434883
B,-0.6463826,0.062083084,0.3670428,-0.41241318,-0.502336,-0.3832777,-0.9903314,0.32498595
C,-1.3409462,-0.18255048,-0.01745604,-0.58266646,-0.5722924,-0.63279665,-1.1191633,0.06941572
N,-1.2719464,-0.55809563,0.3368576,-0.5097649,-0.6334641,-0.34789985,-0.23654807,-0.5135632
O,-1.1879977,-0.8131265,0.107671164,-0.39116266,-1.2288916,-0.08415894,-0.8569716,-0.5568586
F,0.09359947,-0.27306104,0.6649809,-0.31961355,-0.9037042,0.14412321,-0.36325866,-0.15590423
Na,0.76378137,0.32381678,-0.47665614,-0.14069119,0.47711366,-0.45845413,0.61443245,0.024276339
Mg,0.044896837,-0.5026568,-0.16568106,0.6172195,-0.43877807,-0.3088511,0.18757994,0.2770336
Al,0.1978071,0.07239181,0.07417192,-0.29510993,0.061466485,0.25615364,0.20842974,0.19917959
Si,-0.5693521,0.05066741,0.14103091,-0.31286132,-0.35524428,0.14203684,0.06404401,0.10800058
P,-0.32138625,-0.08408062,0.4129096,-0.20056269,-0.42102772,0.06609538,-0.17345244,-0.06520531
S,-0.34505668,-0.48021698,0.1394407,0.08709494,-0.8933448,0.31062603,-0.42534134,-0.072118305
Cl,0.5602831,-0.25260025,0.9976401,-0.8398958,-0.3026023,-0.24174191,0.23554982,-0.5399862
K,0.43737486,0.38405377,-0.67814213,-0.015899992,0.39410722,-0.39070737,0.44644445,-0.043583386
Ca,0.5402086,-0.14472973,-0.36825433,0.52147377,-0.2151509,-0.24730097,0.23712017,0.25200945
Sc,0.046053234,-0.4379424,0.066313565,0.50610006,-0.2216728,0.048561558,0.22592217,-0.03840431
Ti,0.092567876,-0.16526951,-0.2042881,-0.038697176,-0.07147525,-0.12082417,0.2607128,0.20726433
V,0.12072763,0.35127586,-0.0315465,-0.54805243,0.11155009,0.36689502,0.19876081,0.049191482
Cr,0.06717919,0.33862278,-0.1462993,-0.1709357,-0.29866707,0.54964733,0.3219995,-0.041054472
Mn,0.49873278,0.29435804,0.09235976,-0.08760112,-0.3312328,0.4122032,0.2019879,0.15552405
Fe,0.29514167,0.19159727,-0.005058937,-0.053717524,-0.24823335,0.3963741,0.23133397,0.05001449
Co,0.14411214,0.16528432,0.1366956,0.053110324,-0.17983021,0.24267818,0.22325543,-0.08105323
Ni,0.1819424,0.16877528,0.25541896,-0.24365029,-0.45749265,0.055308312,-0.26338705,0.24473575
Cu,0.06542513,0.19226892,0.26852635,-0.089128934,-0.27968457,0.47309268,-0.09934712,0.011426352
