Element,Dim_0,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7
H,-0.15555103,-0.022078164,-0.4100952,-0.1246966,0.45485395,0.33993495,-0.028161138,0.046497468
Li,-0.15023623,-0.08259142,-0.37246814,-0.31116688,-0.03827869,0.3779823,-0.25790885,0.147759
B,0.0071921907,0.46017244,-0.2077736,-0.23876709,-0.103065684,0.41010302,0.18455535,-0.12279864
C,0.11472775,-0.025641464,-0.45149502,0.019532789,0.020445932,0.46986678,-0.14834899,-0.22476847
N,-0.19589996,0.24144179,-0.31992483,0.16849998,-0.20065501,0.29270694,0.08378461,-0.187651
O,0.23694415,-0.007043354,0.16405144,-0.071885414,0.14104933,0.0825112,-0.067936905,0.053205293
F,-0.16319744,0.2445116,-0.3428064,-0.01378604,-0.2692509,0.18363842,-0.03215923,0.42553926
Na,-0.39613664,0.013153091,-0.026939504,-0.39620435,0.22122571,0.046592113,-0.13853648,0.09584212
Mg,-0.065385535,-0.5598187,-0.010430057,-0.09936744,-0.13170189,0.102851585,-0.35758114,-0.3652282
Al,-0.3821384,0.25765222,-0.10260693,0.105403796,-0.2685189,0.3446259,-0.24656636,-0.36926168
Si,0.038979698,-0.27394935,-0.65507907,0.13625482,-0.42102298,0.2848536,-0.42084855,-0.44628006
P,0.15473731,0.054219943,-0.58122015,-0.026969459,-0.049585395,0.12773135,-0.15428492,-0.44035774
S,0.4590417,0.18203862,-0.4736042,-0.29256153,0.08364342,-0.097794056,-0.22918254,0.11987916
Cl,-0.6777953,0.7600501,-0.46944684,-0.12796757,-0.2328544,-0.067663044,0.18412516,-0.09200312
K,-0.24889061,-0.11743807,-0.24752793,-0.17757422,0.39725173,-0.029076535,-0.04705707,-0.05159161
Ca,-0.21925497,0.29395416,0.022886224,-0.33400726,-0.39704993,0.047229756,-0.096877016,-0.3904884
Sc,0.0109946765,0.16790202,-0.050500803,-0.029855166,-0.14445952,0.046595704,-0.12681907,-0.15219615
Ti,0.12316403,-0.11112305,-0.77767515,0.13030815,-0.5624427,0.31303814,-0.20353633,-0.46422535
V,-0.012237411,0.14512265,-0.4710176,0.15910336,-0.38305828,0.18657054,0.06693734,-0.45925608
Cr,0.14725795,0.2898207,-0.6774483,0.06961754,-0.5708737,-0.032404568,-0.063494146,-0.005981695
Mn,-0.03250146,0.35845056,-0.684321,0.09065522,-0.63218707,-0.044383418,-0.18646845,0.08965422
Fe,0.17464438,0.3823572,-0.6266793,0.077928334,-0.8288577,-0.036907118,-0.04005093,0.04065297
Co,0.3611021,0.5505797,-0.40233952,0.03340213,-0.33671978,-0.055579197,0.095613725,-0.18065514
Ni,0.45695516,0.2753208,-0.5578779,0.13916722,-0.24258035,-0.24972522,-0.12728345,-0.16400503
Cu,0.35136595,0.44981292,-0.41711682,0.22656001,-0.21076074,-0.14196832,0.01487948,-0.14871119
Zn,-0.024526607,-0.026295222,-0.08926967,0.21293095,-0.32481605,0.0019305311,0.07336137,-0.2124079
Ga,-0.16364247,0.5090354,-0.52303404,0.10003099,-0.33239642,0.27423126,-0.32749116,-0.28909323
Ge,0.21038964,-0.06220583,-0.9953473,0.3029823,-0.32883763,0.2750007,-0.42773223,-0.45349964
As,-0.046614785,0.28326967,-0.91643196,0.081150845,-0.34132758,0.27926072,-0.1851205,-0.39331436
Se,0.37484214,0.27791628,-0.7300936,-0.18299603,-0.17748797,0.027878728,-0.32404244,0.25719193
Br,-0.31754518,0.8890476,-0.84419787,-0.0216535,-0.3295593,-0.17810433,0.12053219,-0.10130006
Kr,-0.26104733,0.56117696,-0.61015195,-0.075704195,-0.4371377,0.12030102,0.14399722,-0.07217942
Rb,-0.301832,-0.25167367,-0.0742659,-0.397564,0.26190665,-0.10459012,0.13343179,-0.05674207
Sr,-0.45213023,0.03286749,0.11960255,-0.36427718,-0.31918955,-0.21166483,0.18740979,-0.22172274
Y,-0.2424455,0.57784563,0.24340737,-0.3057948,-0.36175236,0.02083112,0.03348454,-0.16157119
Zr,-0.15512618,-0.22406179,-0.02718725,0.1814298,-0.09327678,0.0046586655,-0.18642479,-0.17205659
Nb,-0.04766671,0.056146167,-0.19759679,0.017619539,-0.22341248,-0.12663828,0.21081617,-0.22799863
