Element,Dim_0,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7
H,0.96130395,0.32077184,0.54363084,0.5918552,1.3022197,-0.59221494,-0.9290541,-1.2606728
Li,0.16432768,0.3973379,0.2775033,1.0309975,0.8208998,-0.2203765,-0.39742443,-0.340216
Be,-0.44997618,0.49216232,-0.30456227,0.6639654,-0.37606815,0.689442,0.34691858,0.7492452
B,-0.47069484,0.4803097,-0.40884408,0.4507393,-0.44598514,0.40311623,0.7468656,0.49831423
C,-0.21697083,0.10557352,-0.4025632,0.540012,-0.5159702,0.28906256,0.9539209,0.4374324
N,0.15979461,-0.2299032,-0.06276807,-0.15524867,-0.37684304,-0.07139258,0.6660194,0.09765616
O,0.47698343,-0.22987601,-0.2814361,-0.09244274,0.17715356,-0.5482834,-0.1168241,-0.2661459
F,0.962919,-0.4234235,1.1652497,-0.40504178,1.0590209,-0.8387111,-0.68655854,-0.6572828
Na,0.35355473,-0.04505254,0.3856945,0.9622327,0.85405165,-0.32582545,-0.5622182,-0.542904
Mg,-0.047910176,0.15064703,0.25964695,0.37414652,0.36686257,0.4481365,0.13831165,-0.0027248973
Al,-0.33015597,0.5523206,-0.26997343,0.9017566,-0.12645507,0.6440672,0.6279684,0.57078654
Si,-0.6277572,0.3732764,-0.1955037,0.98467,-0.081513934,0.7128369,0.86946446,0.42629692
P,-0.42180902,-0.029665086,-0.5507718,0.7473559,-0.24256518,0.027862765,0.43660277,0.035855163
S,0.0733847,-0.30574962,-0.13506173,0.4063726,0.3616402,-0.43896967,-0.28058514,0.045610283
Cl,0.7854204,-0.57305944,0.7388646,-0.60180336,0.65358454,-0.47383165,0.30557677,-0.17199296
K,0.82330424,-0.3839243,0.3477928,0.29855242,1.1339502,-0.8315458,-0.91465074,-0.91911834
Ca,-0.058607943,1.1734372,0.25844684,0.88608533,0.46196392,0.5957522,0.107174665,0.4839501
Sc,-0.6763085,0.65247226,-0.54278874,0.17566523,-0.37357518,0.7734608,0.9358304,0.6646325
Ti,-0.86125076,-0.11506267,-0.71187854,0.31024987,-0.42728692,0.08217208,0.99535304,0.4694747
V,-1.3371722,0.5713885,-1.1190487,1.0732293,-1.196406,0.94712967,0.9699736,0.8403461
Cr,-0.9832603,0.8525639,-1.1653934,0.7902064,-0.88960236,1.003672,1.0371693,1.1925466
Mn,-1.2021095,0.9561405,-0.89514375,0.5795771,-0.84112656,1.4663035,1.1956288,1.4667661
Fe,-0.97137654,0.61623746,-0.8026413,0.7371885,-0.8659628,0.787842,1.2549847,1.457521
Co,-1.1822984,0.5547852,-1.5466543,0.9580838,-1.2451664,1.1016318,1.056134,1.2735194
Ni,-0.85261786,0.37303972,-1.1898812,0.06836345,-1.0491581,0.81235594,1.1327475,1.2161524
Cu,-1.1281667,1.7320828,-0.90215296,1.2203213,-0.66114,2.0243871,0.836658,1.3808132
Zn,-0.7050557,0.75981206,-0.419999,0.9360642,-0.501854,0.6455175,0.39290377,0.76388097
Ga,-0.6281477,0.55356264,-0.5716007,0.7320638,-0.29114738,0.73381346,0.8522653,0.7435323
Ge,-0.8618284,0.28714988,-0.58394,0.8848075,-0.40410867,0.5832881,1.1217878,0.3570345
As,-0.7743794,-0.009371202,-0.6208446,1.0662532,-0.43131146,0.085973695,0.5756778,0.11617851
Se,-0.30786166,-0.39721107,-0.27918762,0.51085997,0.0006270744,-0.4823472,-0.15643832,0.031562615
Br,0.47754174,-0.6637371,0.3315188,-0.5684419,0.2644489,-0.4934457,0.47559738,0.12155922
Rb,0.98436975,-0.33896393,0.6792178,0.23483643,0.76703805,-0.5408053,-0.840718,-0.874119
Sr,-0.020163396,1.4789873,0.51844776,1.1051513,0.5372535,0.90017074,-0.19392437,0.45478052
Y,-0.33823538,0.6570403,-0.23777497,0.33158484,-0.24045974,0.9028709,0.8805203,0.6956327
Zr,-0.6657475,0.048418883,-0.7714529,0.6188716,-0.7740939,0.28717202,0.61471003,0.13688377
Nb,-1.4298049,0.7966002,-1.0976366,1.294112,-1.2728788,1.2828654,0.7708101,0.805447
Mo,-0.9542902,0.8327846,-1.1412036,1.1147314,-1.031553,0.87518525,0.6328848,0.753075
Tc,-1.151627,0.75367033,-1.0048895,0.80591756,-0.91522443,1.2142102,0.95290804,1.020273
