Element,Dim_0,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7,Dim_8,Dim_9,Dim_10,Dim_11,Dim_12,Dim_13,Dim_14,Dim_15,Dim_16,Dim_17,Dim_18,Dim_19,Dim_20,Dim_21,Dim_22,Dim_23,Dim_24,Dim_25,Dim_26,Dim_27,Dim_28,Dim_29,Dim_30,Dim_31
H,0.43562317,-0.15155648,0.62249774,-0.31725186,0.081557624,-0.40957195,0.8270225,0.28482682,0.20511672,1.1460613,0.067752816,0.40080813,0.122453846,-0.63427156,-0.045384888,-0.08460651,0.3681332,-0.073293015,0.24042737,0.59224355,0.6298848,0.22711316,-0.16468959,-0.4523851,0.07477471,0.072278924,-1.3031313,-1.436368,0.26316336,0.19477695,-0.052706912,0.28371626
Li,0.6620751,0.017946638,0.7361943,-0.42413378,0.22429964,-0.30533826,0.34849024,0.2604943,0.9115237,0.47058403,0.3475358,-0.091800235,-0.9456657,0.05242008,0.13020101,0.0961064,0.29799902,0.11209735,-0.18791027,0.327298,0.04694923,0.14038274,0.036371037,-0.7040293,-0.25627124,-0.17498234,-0.9738998,-1.1615801,0.23670024,0.2892606,0.108982876,0.23476143
Be,-0.93361384,-0.15680614,-0.6355442,-0.017614096,-0.06478853,0.5079749,-0.4060884,-1.2906258,0.34933597,-0.21023995,-0.103726335,0.34040546,0.18465993,0.83277786,-0.28180328,0.5381277,0.29060715,0.045198075,1.4229107,-0.03506879,-0.6152822,1.3122855,0.87523144,-0.7156149,-1.1144849,-0.62999475,0.2890933,0.09780298,0.059703194,0.28378007,-0.25601834,0.5797398
B,-1.1097466,-0.4656409,-0.602394,0.55605924,-0.47516662,0.3143791,-0.23589171,-1.0362879,-1.0988793,0.46510902,-0.3875384,0.24513963,0.86108637,0.028002612,-1.2802593,0.1123415,-0.36507937,0.13851534,1.5495507,-0.5492493,-0.21471296,0.7182702,0.77301776,0.40382603,-0.28211093,0.26684642,0.94929916,0.43523267,0.29183257,0.6443993,-0.9277412,0.2505098
C,-1.373608,-0.5988677,-1.3386145,0.43996328,-1.2876071,0.73735595,-0.12511028,-0.2778638,-1.7574719,1.1243831,-0.33746064,0.21857655,1.1772573,-0.051363245,-0.70164347,0.78228354,-0.6298339,0.15838772,1.1204966,-0.45667565,-0.6748101,0.77331525,1.3801188,0.7238109,-0.10155615,0.068949014,0.33271232,1.0370544,0.15572572,0.8863823,-1.1982892,0.2947275
N,-1.0617932,-0.49651444,-0.7875042,0.22971539,-0.836999,0.14026883,-0.09852019,-0.13318093,-1.1883547,0.6309143,-0.024213811,0.20984283,1.5717046,-0.7466781,-1.052558,-0.25412646,-0.40692407,0.8014494,0.95842445,-0.81777716,0.10542772,0.104801886,0.3578109,0.78185886,0.18858136,0.7462415,0.57507145,1.1324642,0.27812907,0.24168146,-0.58820456,0.3719142
O,-0.2855001,-0.33353058,-0.23648775,-0.05546572,-0.053762704,-0.25610092,-0.34251553,0.07715629,-0.7648047,0.27909893,0.020899868,0.40625894,1.7073467,-0.77994335,-0.41112444,-0.18095793,-0.07885145,0.038774453,0.3376701,-0.5424264,-0.07839569,0.16770434,0.27529997,0.529939,0.2106001,-0.06018371,0.05325173,0.66081995,-0.47595555,0.17280719,-0.17520392,0.6252986
F,-0.10776401,-1.1843792,-0.32751536,-0.3640235,0.03467658,-0.24237186,0.1460015,-0.1614422,0.07458964,-0.14598688,0.23165031,-0.18460423,1.2187244,-0.23002885,-0.33006316,-0.430917,-0.4121862,-0.18560281,0.33878148,-0.121851355,-0.31848633,-0.03454507,0.04257302,0.4226154,-0.22314265,-0.009138778,0.043351583,0.0115390085,-0.43619978,-0.63941807,-0.7261197,0.88193727
Na,0.7251345,0.31118545,0.77260685,-0.35746795,0.08514543,-0.81448096,0.46990544,0.92553896,0.8341681,0.5214224,0.077874616,-0.12322698,-1.4144051,0.67429256,0.69768476,0.87200516,0.1372762,-0.042917587,-0.541488,1.0536578,0.39280653,-0.10741816,-0.41919076,-0.8656934,0.10148029,-0.15925285,-1.0059423,-0.9362719,-0.13071913,0.27484757,0.17406699,-0.038759857
Mg,-0.17314994,0.43385178,-0.04492984,0.08424725,0.23133142,-0.30113226,-0.26160622,0.08964496,0.21860948,-0.15177584,-0.37152606,-0.013535086,-0.868603,1.139142,0.37111202,0.9082936,0.19752434,-0.07626194,0.13008119,0.3754079,-0.15704684,0.25228786,0.05362048,-0.8198953,-0.37953168,-0.4606714,0.26338658,-0.08055,-0.08049766,0.24900723,0.20906685,0.090403825
