Element,Dim_0,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7
H,1.1868615,1.1643586,-0.16908556,0.30082062,0.79606754,1.238091,0.014144756,1.5413542
Li,0.4871007,1.1984932,-0.6304652,0.7470894,-0.08604089,-0.04834936,0.025023602,0.5323993
Be,-0.74979174,1.1252232,1.0292388,-0.18721673,-0.07528829,-0.075851195,-0.028532617,1.2913926
B,0.4824641,0.33722192,0.48701835,-1.0339895,-0.082033284,-0.8577415,-0.45170328,-0.79663306
C,-0.030713975,0.01175943,1.1357625,-0.55490595,0.53865665,-0.6962684,0.32329786,0.42421547
N,-0.21100625,0.9646601,0.55348396,-1.5102739,1.1758138,1.7712032,0.38938627,2.0202818
O,1.7788901,1.8334959,1.0799454,-1.7848243,1.0636933,0.48413688,-0.31635588,0.1823038
F,2.410795,2.1785398,2.6437428,-3.7019372,3.429819,2.0244536,-1.976614,0.19881108
Na,1.0162685,1.691391,0.5297261,1.3851434,-0.7199057,0.28681725,-0.08101312,1.0656129
Mg,-0.44452575,1.5765188,1.4451606,-0.09585698,-0.9226981,0.17035186,-0.6914605,1.9769511
Al,0.23335797,0.20074189,0.016513228,-0.27705014,-1.1436262,0.746604,-1.4508944,-0.65006864
Si,-0.35057685,0.22679591,0.60849565,-0.21548079,0.1318259,0.33650714,-0.56186396,0.8443136
P,0.41121244,0.29331797,0.9223321,-0.21412697,0.9610227,-1.4977041,-0.72705334,0.013526935
S,-0.3505024,0.049479783,1.3128784,-0.4419355,2.2593794,-0.8198215,-0.6731567,1.1919923
Cl,0.05615077,0.7988939,2.7907972,-2.1654274,2.674452,2.3609157,-1.2696991,2.0061853
K,1.2943997,1.3147883,0.7960417,0.99501526,-0.6722627,1.1314436,0.55145514,1.433517
Ca,0.90796065,0.8594896,0.4521558,-0.080917045,-2.1338177,-0.59655315,-0.16102225,-0.1933751
Sc,-0.9664959,-0.24686307,0.25050178,-0.7098043,-0.81315815,-0.36216563,-0.12078917,0.059531275
Ti,-1.9366244,-1.0471961,-0.88526857,-0.3175035,0.5244518,-0.6647558,-0.42832857,0.14790815
V,-0.12869248,-1.3363361,-2.1851094,1.061808,0.09885653,0.32029247,0.09782953,-0.4283244
Cr,-0.011069335,-0.76377505,-1.4328601,0.63740814,0.094604455,-0.48976946,0.06333449,-0.23043407
Mn,-0.90842533,-1.1325727,-1.1788508,1.249071,-1.0454904,0.11540473,-0.5604841,-0.033103835
Fe,-0.21455392,-0.90788203,-0.81875646,0.08307573,-0.48050576,-0.20130712,-0.14292534,-0.59116095
Co,1.21877,-1.0708246,-1.4735148,0.8740679,-0.31990466,-0.64916945,0.9740866,-0.41861132
Ni,0.26543525,-0.7132917,-0.17383543,1.1024617,-0.522506,-1.0357178,0.28136575,-0.17650737
Cu,-0.50179493,-1.7837517,-1.3362408,1.5860753,-1.0103942,-1.1915346,0.8764809,-1.1794308
Zn,-0.099149056,-0.35605606,-1.2774309,-0.52060264,0.7667198,1.4380302,-0.8934641,-0.1687053
Ga,0.2182506,-0.32715958,-0.5836384,-0.5465093,0.3655889,0.032803066,-0.4651474,-0.66900605
Ge,0.30544785,-0.6456831,0.025341481,-0.17121693,0.61337155,-0.419159,-0.11404874,-0.16184889
As,0.874398,-0.24066043,-0.7852894,0.34028822,1.5768667,-1.2423389,0.12132006,-0.20546083
Se,0.57774127,-0.4401204,-0.32994893,-0.028316917,2.8875175,-0.77766985,0.52971727,0.75394547
Br,-0.13748524,-0.61405534,1.8302703,-2.0442407,3.5745196,1.3206276,-0.43289557,0.9439945
Rb,1.004984,1.5998995,0.72566605,0.61954087,-0.9675606,1.9510568,0.57906884,1.5417672
Sr,0.14481807,1.0837665,1.547159,0.7021426,-2.3938594,0.7195789,0.21827227,1.6877632
