Element,Dim_0,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7,Dim_8,Dim_9,Dim_10,Dim_11,Dim_12,Dim_13,Dim_14,Dim_15
H,-1.6951971,1.6139771,0.6288691,0.94213724,-1.3084661,1.7394352,0.47887883,1.8427582,0.6553374,-0.10623706,-0.96692497,-3.3580208,-0.7640992,-1.6646426,-1.4609474,-1.9004949
Li,-2.0600753,0.8702991,0.009945497,2.3618355,-1.0798042,1.3308798,0.2537353,0.46128988,0.40677208,-0.22346291,0.27904516,-1.8033372,-0.8319017,-0.74967426,-1.564591,-0.12643513
Be,-1.8536562,-0.8844845,-0.67478967,2.8129406,0.18294138,1.5153229,-0.32271886,1.7651777,0.9522816,0.45472184,0.7275605,-3.3334513,0.2854399,-1.5439464,-1.3527368,-1.1840872
B,-0.71749103,0.10279,0.5307024,0.23108304,0.6952324,0.8102483,1.1077095,0.28451094,0.7099749,0.4012035,0.20080869,-0.54543626,0.3940814,-2.133337,-1.0112823,-0.62781054
C,-0.92946947,-0.22377267,-0.39398938,1.0979931,-0.20595297,0.10283072,-0.35831416,-0.22776935,-0.15498197,-0.10572798,-0.5807243,-0.866116,-0.9673328,-0.81795293,-0.26868784,0.08054006
N,-0.011010088,0.08762163,1.0929337,-1.520577,-0.6592659,0.120410845,-1.3125811,-1.026138,1.6655889,0.64048874,-1.5184209,1.1328772,-0.5807889,-2.0241675,-0.6277463,-0.2571162
O,-0.21577339,1.3153377,1.5127401,-0.77036184,-1.9414537,0.34409383,-0.83480084,0.010793723,0.04167722,0.25844893,-1.2462642,-0.27534512,-2.0669432,-0.18920258,-0.9374402,-1.5602823
F,0.56916195,1.2852749,1.8023385,-1.8852988,-1.6015781,2.103917,-2.2771382,2.6461058,0.3155508,0.2840732,-0.7058292,-2.354547,-1.716285,-1.084409,-2.7217238,-1.9502131
Na,-1.8824655,0.66532815,1.076323,3.412185,-1.5974361,0.53578115,-0.21456498,0.9824997,0.48423997,0.3118895,0.75294584,-2.0338957,-0.6571383,0.79948366,-2.2706811,-0.5506984
Mg,-1.7081391,-1.5588949,0.38535416,3.4030666,0.5901964,0.76742953,-0.89073044,1.661505,0.34373,0.30754396,0.76129216,-2.4901884,0.14122592,0.38531026,-1.6439985,-0.00567195
Al,0.09078056,0.91476005,-0.08144401,0.34875363,0.6551621,0.95915407,0.8763704,0.72943103,0.49664715,-0.20200986,0.2215294,-0.24415231,0.28616717,-1.2933514,-0.83637756,-0.071706995
Si,-0.5893224,-0.019919101,-0.34917587,0.70462257,0.23467395,0.6775609,-0.9224311,0.9050851,-0.32186595,-0.57457405,-0.6004805,-1.0307261,-1.0964322,-0.25172085,-0.54666334,0.7421251
P,0.6999715,0.013925519,0.8392274,-0.04544615,1.1506609,0.17230633,-0.6106354,1.0894208,0.21239743,0.14615948,-0.55494606,-0.6175821,-0.05589512,-0.26594293,-0.5307936,0.16133663
S,0.37270212,-0.5815437,0.69081897,-0.41011286,0.37416682,-0.7142917,-2.147631,0.4057711,-0.15324318,-0.43055204,-2.0294793,-0.4511008,-1.4323404,0.37060255,0.267693,0.07745682
