Element,Dim_0,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7
H,0.18138894,1.8465861,-0.11272973,-0.66892684,0.73034745,0.8273559,-0.91332877,0.068263695
Li,1.6845548,-0.06689426,-0.15144312,-0.06757807,0.3240569,1.1906543,-1.8135743,-0.27891582
Be,2.1442013,0.013654512,0.14105624,1.4378154,-0.54596317,-1.6930449,-0.43107346,0.27805483
B,-0.7365862,0.059813395,-0.8632545,-0.053156346,-0.28979105,0.91169256,-0.105249405,-0.46100712
C,1.6021975,-0.68528676,0.34068805,0.45570713,-2.1303868,-0.10838463,-0.45330316,-0.43367395
N,1.2106594,-2.0631201,1.0043681,0.39690623,0.20789029,-0.34414577,0.27295244,-0.75839883
O,0.24810013,1.2940309,-1.0540954,-2.3552468,0.0011630886,-0.53603846,-0.44438332,0.6297267
F,-2.2143369,-0.21072333,-0.6076578,1.5721132,0.512282,0.08102674,0.16215564,1.2433046
Na,0.12885381,0.22246595,1.4724041,-0.40247723,0.23761754,0.7405068,0.4020213,2.571751
Mg,-0.9621446,-0.3055821,-1.5171914,0.6871573,0.46065128,1.1501862,0.39806056,-0.42497525
Al,-0.2914698,0.33188632,-0.15241669,-0.28453803,-0.14841887,-0.34420225,1.6857185,-1.9216447
Si,-0.3388279,0.77161026,-0.2540872,-1.6743695,-1.1159881,0.13515724,-1.9275302,1.0184497
P,-1.3002731,0.4246965,-1.2603679,0.16931286,-0.36388788,0.058672972,-1.761639,-0.42591542
S,-0.12981266,0.25211778,-1.3574512,-0.3777471,0.565259,-0.9746238,-1.0631208,1.3995454
Cl,-1.8522624,-0.1308594,0.52675796,0.7933148,0.10340626,1.2378354,0.68243235,0.4785521
K,1.2544794,-0.9471375,1.4460145,-0.34493628,-0.21832974,1.5500579,-1.0831165,-0.9764675
Ca,1.207597,0.76226556,2.2538078,0.9494087,0.29994908,-1.6654732,0.019308673,1.3574952
Sc,0.20078412,0.14011347,0.522316,-0.5330325,0.32628274,-1.2041162,0.30997247,0.99198717
