Element,Dim_0,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7
H,1.8286035,0.9395374,1.4955686,1.8064375,1.4428319,-1.5387799,0.3815453,-0.45402783
Li,-0.83027375,1.9888299,-0.95509344,0.514291,-1.005714,1.7570758,0.08987296,-0.3372552
Be,-0.75531936,2.5166323,-0.5636734,0.3851005,0.7252603,-0.49135485,-0.85222834,0.7389231
B,-1.6389184,-0.82068276,-0.22327384,-0.21615009,0.8630963,-1.0900865,-1.294187,1.1384207
C,1.9992905,1.3994795,-1.1745356,0.21067187,-0.7028035,0.5350356,0.43461314,-0.8703141
N,0.120519616,0.46085677,1.7370214,-0.060965084,-0.5594875,-1.2107322,-0.38666248,-0.51211447
O,-0.3823554,-0.7656317,0.7161243,1.7559234,-0.6740966,-1.2385011,-0.9088789,-1.8032751
F,1.8383026,0.11119107,-0.6248933,-0.6371494,0.24218744,-1.046928,-0.17251346,0.9689838
Na,-1.0334502,0.080497466,-0.57939714,1.3967073,-1.6876677,-0.4691895,0.16903037,-1.5998508
Mg,0.262868,0.8907959,1.0757136,0.32433435,1.3354242,-0.026264329,0.3166976,-0.21188483
Al,1.6762426,1.4822984,-0.23605663,2.0938962,0.103526816,-0.8901454,-0.27507922,-1.2251586
Si,1.3967497,-0.75634426,0.892632,-1.9198029,0.66627055,-0.33198816,-0.5612798,-0.6331861
P,-0.64265096,-1.5766937,-1.8364452,-0.0019234827,1.2241794,0.10453565,0.18930686,0.29565322
S,-0.11885693,0.6848321,1.0541004,-0.673405,-1.8568937,-0.1344232,-1.0212803,-0.5998831
Cl,-1.2791537,1.1518099,1.3059298,0.610207,0.33518776,-0.035591386,0.38836992,-0.19747533
K,2.0191674,-1.5441281,1.3305081,0.2942009,0.32131445,1.0728686,0.2640281,0.0903351
Ca,-0.61023283,1.9695256,0.2970266,-0.24129565,0.36185032,-1.5974712,0.7692266,-0.48530245
Sc,-0.043168176,0.05550666,-0.7735557,-0.39089695,0.75489235,0.036349434,-1.1117984,1.6080158
Ti,-0.7760927,-1.7335302,1.5164219,0.04819806,-0.9916186,0.5373457,-0.97564787,-0.1796276
V,0.93317044,0.037151307,0.8435068,0.5774654,1.2073131,-0.49561602,-0.3156431,-1.2442945
Cr,-0.16682245,1.9824164,0.1687355,0.19488415,0.74316376,-1.1462647,-0.14031139,-0.8851783
Mn,-0.82685596,1.0894177,1.2266704,0.07788216,-0.21556409,1.5424862,0.24751145,-1.4983428
Fe,0.5740761,0.3218115,-0.24259908,-1.5607753,-0.19035903,-0.9355244,0.09263951,0.7489071
Co,-0.5610395,1.8025208,-1.23444,1.2464572,0.90137714,0.4014902,1.5691855,1.2955104
Ni,1.2674823,-1.5422792,0.58379376,-1.4068918,0.96830964,-0.034113176,0.44255087,-1.4246011
Cu,-0.096028075,-0.6828329,-0.3749269,-0.37081158,1.1766509,0.67153853,-0.9226704,0.49195346
Zn,0.24527709,-0.17070106,0.11798331,-1.499094,-1.2569759,1.5061913,-0.04005223,-0.6023862
Ga,0.72924924,0.06536652,-1.1947725,-0.9584039,0.7174801,-1.1450591,-0.053670604,0.14248385
Ge,1.1689659,0.15568672,-0.51683986,1.162033,0.09359351,-0.6187042,0.41108236,-0.10583547
As,0.6368657,-0.46789092,-0.8272106,-0.29949638,1.3937745,-1.3967559,1.0081433,-1.4931248
Se,0.030773798,1.8069073,-1.5046209,-0.5092512,-0.9674381,-2.0888312,-0.46025532,-0.473564
Br,0.11965067,-1.3051163,-0.6753858,0.0013664466,-0.42648372,2.1415489,0.4727414,0.61576414
Rb,-0.83848685,-0.86305356,-0.86571556,0.5057544,2.1365833,-0.29481813,-0.07322559,0.9263749
Sr,-0.4334708,0.11109942,-1.4690576,-2.5395927,-0.016961206,1.722281,-0.8479962,0.76213586
Y,-1.4418552,0.6264938,1.101274,-0.88983846,-0.3114059,-0.32861614,-1.9275243,-0.6826614
Zr,1.6196485,-0.9068188,0.6214297,-1.2157742,1.3217707,0.23049827,-1.7047018,-0.021409823
Nb,-1.4468933,0.2919354,-0.028638694,-0.3062907,-0.19662564,-0.20845936,0.08895176,-0.4208605
Mo,-0.90452695,0.31496656,-0.75276405,-0.36535934,-1.0287973,1.2482733,-0.053733148,0.7749032
Tc,-2.0106652,1.0516565,-0.5853978,0.45323196,0.8214347,0.10179962,0.40100545,0.682813
Ru,0.6726743,-1.6187171,-0.5060903,0.984547,1.1538138,0.54140043,1.2270712,0.12569599
Rh,1.2984351,-1.1737937,1.3701411,-0.87976307,0.21751207,-0.4356693,1.7157246,-0.4934131
Pd,-0.5661929,-0.16746402,-1.3161738,1.5947642,1.6481212,-1.4567044,0.24203236,-0.18819872
Ag,-0.80425245,-0.3354029,0.71466917,1.2651162,-0.37443012,0.6415836,1.4428647,-0.18848461
Cd,-0.2705098,0.057723287,0.46494365,-0.07118379,-0.25772715,-1.608142,0.2879591,-0.8963574
In,-0.14408143,-0.84450394,-1.6748978,-0.09228827,0.09756123,0.7317041,0.62933433,-0.0052411207
Sn,0.665411,1.4142581,1.4324601,-1.3633215,0.5914966,2.3000307,-1.9263655,-0.98082924
Sb,0.055679724,-0.1880555,-0.7299984,1.1289127,-0.8603527,-0.041170847,0.6662467,0.50484693
Te,1.459664,-1.5287687,0.48415127,-0.35506022,-0.22775239,-0.024383178,0.70792735,0.2218896
I,-0.32547548,-0.89641404,-0.36839402,-1.4155222,0.9546238,0.4401581,0.76036435,-0.69453144
Cs,-0.91276795,-0.6804272,0.4711094,-0.7333945,-0.841533,1.1800233,-2.1632867,-0.5859365
Ba,0.018934581,0.4276344,-0.16564438,0.14923733,2.3412418,0.33658814,1.4653448,-0.38792196
La,-0.07312125,-0.4438651,-2.3268304,0.5781925,-2.295234,0.22489455,0.3649384,-0.29427332
Hf,1.4624542,-0.1346443,0.260237,0.29581103,-0.085067175,0.7683379,1.1023035,-2.0979712
Ta,-0.36553216,-0.14150448,-0.5939182,-1.0868173,-0.9032624,0.0032653937,2.1406019,1.1628027
W,0.15204506,-0.88394463,-0.9673335,0.7615881,-1.9434352,2.105532,0.6780666,-0.972343
Re,1.5846114,-1.1340609,-0.77015805,-0.064819336,0.22234157,0.36406055,0.6172381,-1.9160122
Os,0.7601862,1.1416656,0.24348769,0.18597406,-0.42142987,0.47980973,1.264159,0.7497306
Ir,-1.1772956,0.32186738,1.562343,0.3944928,-0.8297481,-2.3960247,0.6933245,-0.97585696
Pt,-1.9466242,-0.101733066,-0.43089464,-1.0577995,-0.2719948,1.0344894,-0.6571043,0.12628825
Au,0.2760489,0.46148512,0.09085219,0.73336446,1.0357151,-0.2925783,-2.1245759,0.621629
Hg,-0.14428636,0.4408882,0.30220246,-2.5801468,0.1503651,0.15337779,-0.2612751,0.6163896
Tl,-0.79186726,0.09986938,0.6007146,0.67212373,0.30408403,-0.2447722,1.1663452,1.5536239
Pb,-0.87488174,0.89654154,-0.4482623,-0.73526776,2.642595,-0.65609115,0.33761272,0.2193211
Bi,1.215495,-1.3281804,-0.10111931,1.4018669,0.29109618,-1.3901626,0.54908097,-0.14715253
