Element,Dim_0,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7,Dim_8,Dim_9,Dim_10,Dim_11,Dim_12,Dim_13,Dim_14,Dim_15
H,0.2110373,2.052836,-0.725831,0.9278795,-0.38899636,0.2767178,-1.2184705,-0.30657488,1.8915962,-0.12651843,-2.4463973,-1.8121731,0.80335665,0.08456489,-0.36978015,0.8642781
Li,-0.9387341,-0.47771713,-1.3996292,0.3922027,1.7532797,1.1432445,-1.5142769,-0.19800209,0.34108728,-0.4244598,0.9158254,0.07282804,-0.9658884,0.3970432,-0.26380947,-1.3333876
Be,1.3376267,1.7527959,-2.4917226,-0.8951872,0.974106,-0.3948139,-0.75734746,0.09278903,-0.94285303,0.4233675,0.27804172,-0.7812169,0.53026974,0.41266337,0.47774655,-0.29254442
B,0.033304866,-0.91799486,-0.28404143,-0.6822935,1.8016279,1.0858289,-0.67095655,0.6080314,0.047810294,-0.83930784,1.8176773,-2.6455305,-2.4269128,0.1389593,-0.36766258,0.562089
C,1.2866629,0.9408822,0.105017185,-1.7641258,-0.1085988,1.6041435,1.30084,-0.18904276,-0.7690513,1.1967006,-0.08409361,-0.35596514,-0.9925493,0.8369754,-0.32711166,0.872138
N,0.6309612,2.1032743,-2.0074883,2.014926,-0.8392824,0.51542735,-0.48426256,0.43022937,-0.42543897,1.7147415,-1.4956528,0.2432765,-0.34899142,0.43335313,0.34101182,0.034376293
O,0.30783027,-0.49105585,-0.3645256,-0.4394617,0.12704463,-0.8395323,0.04324712,0.4835208,-0.34187186,-1.0690299,1.055317,-0.021395115,1.5778589,0.42681614,0.07209118,1.2560184
F,0.6726391,0.5101212,-1.6285712,0.096483886,1.0478399,-0.88955617,-0.35597205,0.23444554,0.4029428,0.8009934,-1.716708,1.1799848,1.5750928,0.8107008,-1.0736978,0.06515831
Na,-0.38278788,0.05792116,0.5591765,-0.26307684,-0.08812565,1.7461787,0.5552444,-1.0553403,0.44478068,-0.037280876,-0.92160094,-2.364115,1.1405863,0.48882008,-0.6129526,-0.28042588
Mg,0.39089614,-0.31094426,0.41360006,0.47746804,0.80242306,-0.038237914,0.6588718,-0.6074423,2.1561408,-0.5339127,1.3850672,-0.1274097,0.40143156,1.9321687,-0.43290332,0.0907697
Al,-0.10620444,0.6846252,0.98385096,-0.6231487,-0.38128856,0.39833036,0.41541082,-1.3736578,0.21213889,0.67577195,1.3448123,-2.3284986,0.89958644,0.26436278,-0.6805308,0.45966998
Si,0.18605246,-0.7592946,0.35259598,-0.92375994,0.3755291,0.50990856,-0.4227614,1.4928372,1.1242908,0.5364933,0.7943826,1.6605828,1.4176207,1.6719398,-0.3287047,0.9124979
