Element,Dim_0,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7
H,-0.8800155,-0.28577292,-0.64413065,0.9091206,0.33079273,1.0985352,-0.44160715,0.6326031
Li,-0.44701508,-0.19256109,-0.6896231,-0.19454703,-0.7503918,-0.81651706,0.6480431,-1.2794985
B,-0.11694586,0.8038494,-0.5685527,0.31897125,1.6456066,0.8336835,0.8684775,-1.2544518
C,-0.90978414,0.46930856,0.29129258,1.2116386,0.9091181,-0.5549409,-0.00084070786,-0.94843704
N,-0.2912381,-2.040254,0.16046114,0.2474418,0.3498943,-0.8496387,0.23917648,-0.8930178
O,-0.71129817,-0.17105438,0.807265,-0.009433294,-2.0566652,0.5184919,-0.115768716,0.18155745
F,-0.24154149,0.02317944,-0.34289744,1.2249404,-1.2004015,-1.0269457,0.40782967,-0.49952313
Na,1.579877,0.47241786,-1.8622288,1.0196959,0.38329524,0.20026886,1.2802615,0.43225414
Mg,0.245784,1.9725947,0.6005983,-0.4531525,1.635583,0.33754003,0.18792915,1.0121789
Al,2.2165978,0.45224953,-0.08909023,0.41151822,0.65598,1.2230438,0.12056612,0.8350509
Si,0.91876286,0.3734019,1.636528,-1.1117913,-0.631187,-1.1674178,-0.23679075,-0.60612744
P,-0.9687978,-0.5881235,0.15372837,0.76108056,-0.34534273,1.7865922,-1.1977206,0.6529034
S,0.49974152,0.04799474,-1.751692,-0.0067917467,0.5632216,0.6878173,-0.76541924,0.5842428
Cl,0.44249287,-1.134956,0.5544117,-0.15183225,-0.18118377,-1.1319798,0.33991316,0.56215155
K,-0.73960197,0.9809057,-0.5736458,0.23720965,-1.5884588,-0.47664607,-0.7759913,-0.65716434
Ca,-0.6788487,0.05677071,-0.74591696,-0.49999762,-0.9982525,0.66171813,0.96080995,1.5511465
Sc,0.89497936,-1.292452,0.8779858,0.10633146,-1.8865347,-2.135849,0.5514034,-1.1624218
Ti,-0.6500059,0.45869005,2.1758802,-0.52041227,-0.21258827,-0.4198978,-0.9187616,0.61308867
V,1.1738074,0.38261893,0.92779833,0.76714057,0.50806004,0.69463634,0.020338828,-1.1668562
Cr,-0.27074826,0.13496482,0.09311471,-0.47093514,-1.652667,0.9125081,-1.6072718,-0.21128483
Mn,0.039423905,2.1913652,-0.96475166,1.0507414,0.7924514,-0.56414324,-2.1461809,0.20757543
Fe,0.64887446,-0.26905265,-1.2123034,-1.7403685,-0.6453312,1.4974118,-0.24487841,1.5318146
Co,-0.22683363,-1.6881404,0.8361542,1.968818,1.9359833,0.48033735,-0.33143634,1.0942224
Ni,-1.8553715,1.1830025,-0.2261248,-1.019827,-0.92978096,1.4111406,1.1305304,-0.7187077
Cu,1.5836687,-0.9391849,0.0712874,-0.7140209,2.7138834,1.7795571,-0.28391412,1.3765968
Zn,0.82072794,0.8717786,-0.17350714,0.16322783,0.68231446,0.2836416,-0.48928952,-1.0193175
Ga,1.0370735,1.2693177,-0.5145617,-0.33075997,-2.3344421,-0.67141366,1.5109518,-0.88161737
Ge,-0.30397832,-3.2494678,1.2657235,0.6565687,0.46977004,0.70757675,-0.46920148,0.9741419
As,-1.2757134,-0.8819851,0.8266662,0.27083755,0.11745196,1.318895,1.566397,0.24055663
Se,-2.7340052,-0.7901964,-0.9129509,1.5526654,-0.00031890898,0.7368571,-0.45479137,0.67553854
Br,1.30267,0.0031670844,-0.9840374,0.9381932,-1.2580535,-0.17740436,-0.0456906,0.2804287
Kr,0.81096846,-1.4593192,-1.0589426,-1.0196544,0.016978363,1.5155919,0.43102777,0.4089948
Rb,1.5896238,-3.1931422,0.51396894,0.13424678,-0.04494095,0.17300078,-0.8433738,0.27605385
Sr,0.03461186,-1.3154583,0.5742685,-0.85031694,-0.3065357,0.71649945,-0.13199158,-1.0784543
