Element,Dim_0,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7
H,0.56688005,-0.1977832,1.1547651,-0.18260455,0.97187364,-2.2820902,-0.045268077,0.23225401
Li,1.394757,0.41751248,-1.146939,0.069841854,1.993956,-2.6123097,-0.44280022,-1.3015862
Be,0.34821832,-0.22605984,2.0254586,0.68788177,-0.61864066,0.514976,-2.544243,-0.54354966
B,-0.6363994,-0.013903969,1.2287545,-0.6708522,0.71479666,-0.26110134,-1.2456601,-0.056299478
C,-1.6404674,-0.68764114,0.83422977,0.17424214,0.13167867,-0.17760764,0.77135825,0.48761868
N,-0.545781,-1.0207978,0.6790607,0.5984444,0.11768974,-1.5665425,1.851035,-2.2687244
O,-1.8864076,-0.66548824,-1.4695437,0.1229235,-0.4938205,0.98953784,-0.5095236,0.3005271
F,0.7309125,1.896205,1.6510725,-0.30947092,-0.5844239,1.0159199,-0.70984554,0.1254981
Na,0.12082634,0.53436357,1.1330577,1.0131209,-0.04484359,-0.9935549,0.5744426,0.5896344
Mg,0.089234285,0.37306708,-1.2088726,-0.6790954,-1.3010917,0.20761794,-1.1422707,0.2541426
Al,-1.8710825,-0.123970605,0.3945708,-0.50201136,-1.4688182,1.7709296,1.7276676,-1.701557
Si,-0.040493697,-0.2976401,1.0270488,0.60008836,0.26935917,0.27024972,0.37071458,-2.1830323
P,1.203018,0.5721043,1.1531767,-0.6091841,1.9146032,-0.15900207,1.1267626,-0.3120899
S,-0.96896654,0.71201,0.902693,0.59298736,0.023318345,0.722349,-0.8111956,-0.34518722
Cl,0.25539523,1.0102154,-2.1307385,0.3410706,1.6180537,-0.91099745,-0.835912,-0.67892873
K,0.20756456,-0.112386554,-0.22512944,0.23533814,1.363363,-1.7296816,0.7595408,1.0185516
Ca,-0.098110124,2.2437565,0.52987075,-0.031799804,1.2623483,-0.56807005,0.62852097,-0.47680756
Sc,-0.27401602,0.3138139,-0.005983339,-2.4040313,0.23068501,-0.4234597,-0.2514163,-0.34640774
Ti,0.07963018,-0.16973102,-0.61688983,-0.66233176,-1.5414463,1.7662605,-0.7378722,0.8338608
V,-0.14010367,1.3384391,1.4909058,-0.89610076,0.32083783,-0.53879094,1.8243164,0.3261566
Cr,-0.35203916,-0.8166401,1.3660214,0.8012776,1.2424858,0.10730761,0.7484391,-0.0410833
Mn,0.79038,-0.24978021,-0.98295677,0.40384585,0.3049613,0.46331427,0.3308089,-1.50735
Fe,-0.7837105,0.027446501,0.64270806,0.83497065,0.5811155,-1.5098343,1.4134643,-0.5929826
Co,0.11058204,0.0301524,-0.7809348,0.4278229,0.120511174,-0.7094531,0.57694244,-1.1720835
