Element,Dim_0,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7
H,-0.7643261,0.13100028,-0.19830339,0.54696435,-0.75582534,0.8598214,0.0044553117,1.0214398
Li,0.6926777,-0.53486025,-0.13273871,-0.22073296,-0.17921488,0.72694975,0.09160151,0.45551705
Be,0.9639631,-1.1034609,0.6417713,-0.59107304,1.5746453,-0.320972,1.1312182,-1.3634712
B,-0.891779,-0.07591945,-1.6489795,-0.71709645,-0.26674128,1.1774653,1.2946615,0.94988763
C,0.15924917,0.47589055,-2.2976007,2.2669544,-1.1964803,1.5239257,-0.7476904,-0.5226615
N,-1.9373842,-0.38786706,-0.62147605,-0.058822423,0.5555438,0.397189,0.117065914,0.7821811
O,0.37946677,0.33893365,-0.33267084,-1.7008138,-0.88924974,0.7244202,-1.3080586,1.225602
F,0.33209303,-0.255533,-0.1427994,-0.28294995,0.083767235,1.5646998,-1.1812447,1.4729701
Na,-1.5574007,-0.6391753,0.54106385,-1.2732196,-0.84673643,0.7775466,-0.46925712,0.42249942
Mg,0.73392785,-1.6799439,0.35601348,-0.727449,0.63084286,1.4415894,-1.3902255,-1.0694622
Al,-0.3986803,0.4891911,-0.5746465,1.0933946,-0.8018027,0.15183406,0.38361424,0.29861087
Si,-0.7346746,0.52853566,-0.62303454,-0.42513126,-1.7725391,0.18395597,1.4011062,0.1477416
P,0.3773287,-0.8667861,-0.90411204,0.114518456,0.1496645,2.2114294,-0.11490428,0.04955632
S,1.5358751,-0.5686856,-1.1395123,-1.4319016,-0.91239166,-1.5530132,-0.71786517,-1.0741968
Cl,-0.61837524,-1.1032826,-1.1640319,0.08275956,-0.4462767,0.85514355,-0.9034399,-0.32144296
K,0.8046635,1.3158177,-0.37144497,-0.7205435,-0.9164708,-0.05721831,0.33544353,0.0028545898
Ca,-0.32905716,-0.19280285,-0.0050632344,-0.9341049,-0.9613422,0.09885815,1.8436085,0.115613915
Sc,-0.36797503,1.3677924,1.1104861,-2.1608999,1.8685477,-2.2131915,-0.0808963,-1.0018911
Ti,0.53843105,0.2070838,1.1922288,0.21026832,1.4299054,-1.3519948,1.2638973,1.7631603
V,-0.6543118,-0.5255134,-1.5125619,-0.2709468,-0.18503766,-1.7658772,0.48667234,-0.2716068
Cr,-0.5633641,-0.808479,0.75367624,0.6813511,0.53095114,-0.558782,0.50211,1.4270232
Mn,-1.2003512,1.0238328,-0.13609381,-1.1095461,0.57635665,0.63244003,1.403767,0.1335222
Fe,-1.2144488,-0.7006142,0.3644342,-1.5014776,0.5177403,1.6362633,1.5240793,-0.43449283
Co,0.036658064,0.6977913,-0.3532123,-0.06389006,-1.2640734,-0.8623224,-0.5650939,0.39237937
Ni,-0.25475228,0.964971,0.03462623,0.037612915,-0.8822791,-0.73376155,-1.1456189,-0.018929265
Cu,0.36584646,0.13945118,0.76503265,0.031018252,0.93623364,-1.6340007,-1.327888,1.7821434
Zn,-0.048261467,0.47967824,-0.56411535,0.23252366,-0.7331562,0.1967284,-0.9335966,0.09933085
Ga,0.111071035,0.46694875,-0.30057785,-0.5169784,-0.4565028,-0.77735466,0.50724673,0.085448205
Ge,-0.38848191,0.16368966,0.38790542,-0.49587885,0.06061779,0.58752245,0.55120057,-1.9325578
As,0.90401834,0.7763751,0.41636094,0.3414033,-0.6580139,-0.7087458,-1.0425142,0.18388689
Se,0.23215872,-0.5156502,-0.771565,-1.3184868,-0.36739314,-0.8956142,-0.44279352,0.24749632
Br,0.43032974,-1.0088736,-0.9687791,-0.40736094,-1.3342572,0.11411955,-1.2762209,-1.192554
Rb,0.05582301,1.3826898,-0.53632545,-0.5068345,-0.20604852,-0.16780011,-0.097797014,-0.14702605
Sr,1.1388279,-0.6692286,0.769532,0.93717253,0.31042022,1.4267633,-0.24900027,0.06660334
Y,0.29017267,1.4265516,-0.092281125,-0.6660389,0.97741413,-0.09017142,-0.022011084,0.090911426
Zr,0.46044573,-0.60730714,0.5041543,0.13754736,-1.5223137,1.7102872,0.8339274,-1.5942343
Nb,-0.5397416,-0.39814636,-0.6894,0.68595666,1.1858399,-0.7282863,1.0355394,0.7554614
Mo,0.67164886,-1.0784613,-0.843602,-1.2862579,-0.12585123,-1.3428937,-0.36627388,0.09776166
Tc,-1.2203608,0.41354144,0.053749636,0.5253112,1.1870852,-1.5648514,-0.0019356526,0.44525325
Ru,-1.7984763,1.2373682,1.4043518,0.099497944,1.8615597,1.0170166,-0.37463546,0.036999557
Rh,-0.45689997,-2.8204186,-0.5506756,-1.0829095,1.2280384,3.0376115,0.095720045,-1.4236776
Pd,0.72434825,0.21739154,0.7586272,-0.1691155,1.0450583,-0.7634176,0.95592725,1.9854696
Ag,-0.023494825,-0.4501394,0.5835214,1.0087904,1.1668776,-0.5640815,-0.48991147,1.9604766
Cd,-0.2682554,1.0760093,-0.43987545,-0.27260816,-1.268645,-0.34544796,0.13357702,0.36982366
In,0.29316154,0.626699,0.19947134,-0.9636603,1.6885207,0.45191547,1.6976851,-0.714493
Sn,0.10461129,0.887548,-0.8603895,-0.8672012,2.0455458,1.1654359,-0.16053535,0.36970058
Sb,0.32409504,1.0898737,-0.34853718,-1.3997891,1.8150244,-0.62837374,-0.09670766,0.73524576
Te,1.5111606,-0.8782986,0.1806613,0.6427639,1.2328346,-0.4690881,-0.30499414,1.0420588
I,-0.09206461,-0.8962888,-0.58944595,0.99532133,-1.1776882,-0.778922,-0.24468495,-1.835718
Cs,-0.42805508,1.2784361,-0.914396,-0.12772399,0.262193,0.23856156,-0.3932594,-0.28455728
Ba,-0.43958628,1.2335671,-0.3187424,0.55237466,0.008925936,0.10289706,-0.60189307,-0.83114254
La,-2.2036033,0.81692106,0.3622469,-0.14300834,-0.109301925,0.41145033,-1.4465011,-2.1632576
Ce,-2.448215,-0.65743464,-1.4584475,0.62920237,0.20266421,-1.3109249,1.7563071,0.43659475
