Element,Dim_0,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7,Dim_8,Dim_9,Dim_10,Dim_11,Dim_12,Dim_13,Dim_14,Dim_15,Dim_16,Dim_17,Dim_18,Dim_19,Dim_20,Dim_21,Dim_22,Dim_23,Dim_24,Dim_25,Dim_26,Dim_27,Dim_28,Dim_29,Dim_30,Dim_31
H,1.0604774,-3.2827601,0.13986504,-0.50037825,-1.2053068,0.75237495,-0.7056992,0.0041922466,1.0840329,-0.032948025,0.29425627,-0.5530032,0.4475871,1.4870594,0.79918563,-0.9102461,1.7277058,0.21716723,-1.4567102,1.0330791,-1.2378024,0.527783,0.1690643,-0.14484902,-0.9060424,-0.32174945,0.121235676,0.11123999,-0.7494278,-1.0718634,-0.14835042,0.5733612
Li,0.8370956,-1.231526,0.22001705,-0.90526026,-0.76039565,0.62477547,-2.2466264,0.07123339,1.504896,0.8395292,1.9441345,-0.41047272,0.31933275,0.29726216,-1.0270486,-0.9238399,0.10826234,-1.0039965,1.0317008,1.7804936,-0.087276295,-1.0276563,1.781627,0.57431245,0.52445763,1.315239,0.25459906,0.8078241,0.016151732,1.2262204,-1.0715963,0.222954
Be,-0.14820233,0.57059747,0.0924025,0.9498383,1.9684573,-1.2514524,-0.2754978,-0.22348027,0.5108176,-0.8564778,0.30555123,0.13412347,1.5117357,0.20660686,-0.8138558,-1.312538,0.24214794,-0.1423255,0.18078168,2.4601207,-0.8707965,-0.24226673,-1.8035765,-0.013598412,0.5442718,-0.17855242,1.5531075,-0.19660656,-0.9464335,-0.52088845,-0.9988101,-1.243174
B,-1.263472,0.121815994,0.90625256,-0.73751295,-0.78377616,-0.8705946,-0.9607496,-0.3618351,-0.78474563,0.5529559,0.16253479,-0.5904617,-1.1691657,0.3138228,0.4483642,-1.0210128,0.6687192,-1.5359931,-0.5918489,1.1338627,0.04387725,-0.8291139,1.6348351,-0.9356865,1.9286511,-1.5955397,0.14873962,0.8386521,-0.65918684,0.2130502,-0.12014469,0.2771241
C,0.10017777,1.5726467,-2.0234988,-1.2811624,-0.47226605,-0.19454266,1.8217441,1.1076546,0.35406712,-0.55947405,0.46997368,1.4955852,1.1763669,0.88528144,-0.8498629,-0.1365981,-0.024316534,0.59336513,-1.7061834,0.26874766,-1.0583247,1.847922,1.2278614,-0.8041149,0.045291506,-0.4611193,-0.38048765,0.6767184,1.942127,-0.75573343,0.18093592,1.1112751
N,0.041442323,-1.2939982,1.1848007,1.7767489,1.0158358,-1.6677657,-0.40547505,-1.1376388,0.5966217,-0.53426117,-0.357825,-2.5436373,1.4187392,0.5258753,-0.58730054,0.52703434,-0.042526122,-0.2181778,0.3199941,0.14968808,-1.3714157,-0.0033263813,0.50988215,-1.3194956,1.1028273,0.21581493,1.4556715,0.42998767,3.1910481,-0.010551455,1.8900497,-0.80056053
O,-0.08278122,0.10811645,-0.52420765,-0.33728647,-1.2624065,-0.4804304,-0.34197506,0.43478462,0.7592585,-0.11554518,-0.05282643,-0.63715553,0.9016074,-0.9565209,-0.085561104,0.3553671,1.0657128,0.34343776,-0.17188486,-0.4817874,-1.5271779,-0.6427649,-0.0999009,0.4705858,-0.28925094,-0.89227223,0.065196835,-0.29802266,0.3726483,-0.32084054,-0.40079835,-1.1402984
F,-0.47421607,0.79100454,0.3356284,-0.49365103,-0.09678144,-0.08382287,-0.3283753,0.5879179,0.3646389,-0.17613907,-0.025411014,-1.5374082,0.6795439,-0.44181043,-0.6594693,0.32827854,0.65756685,0.396069,-1.4047074,-0.41057408,-1.2550905,-0.85882354,1.5014476,0.69572634,-1.2827487,-1.036203,0.42228583,0.92896986,0.045156326,0.84623337,-0.6927148,0.118029065
Na,0.8084242,0.47256243,0.106388256,-0.047045253,-0.8405775,2.6562035,-0.51036006,1.3829924,0.20546466,-0.7225785,0.7324994,-1.1390251,0.065585196,-0.5180334,1.5124191,0.055073142,-1.7069612,0.31696975,0.10869242,2.7966964,-0.53727883,0.8077201,0.26973724,0.48889577,0.5325999,-0.9589001,0.011123256,0.025799401,0.11537103,-0.8683114,0.27690086,0.39340222
Mg,-1.5525242,0.42447817,-0.9833813,1.451031,-0.98280203,0.21423984,-0.5402049,0.19510241,0.41548762,0.07364384,0.54862356,-0.72767645,-0.40364635,-1.8483363,-0.5266034,-2.0479956,0.67055184,-0.03113871,-1.5228536,0.39189714,0.44862452,-0.06438811,-0.62705827,0.67991453,0.37036183,0.5108412,0.029564092,-0.8018213,-0.19050382,-1.3942367,-0.8398477,-0.03118104
