Element,Dim_0,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7,Dim_8,Dim_9,Dim_10,Dim_11,Dim_12,Dim_13,Dim_14,Dim_15,Dim_16,Dim_17,Dim_18,Dim_19,Dim_20,Dim_21,Dim_22,Dim_23,Dim_24,Dim_25,Dim_26,Dim_27,Dim_28,Dim_29,Dim_30,Dim_31
H,0.112544596,2.5149996,0.35038713,1.1869078,0.03553365,0.5793309,0.23908193,-0.96567535,-1.6868019,-0.17555787,-1.8636711,0.92540693,-0.16671652,1.3151963,0.91867507,-0.21381038,-0.016391626,0.35963967,0.20016357,0.64305663,0.32338285,0.05773074,1.3804642,-1.1872658,-0.6807253,0.23972264,0.2853916,-2.0728278,-0.04271368,0.9465518,-0.35384205,-0.24724513
Li,-0.6141668,0.84476537,-0.5243508,0.023495875,-0.41682982,0.45755425,0.47352338,0.61357605,0.5447332,0.03232503,0.5000573,0.3460738,-0.009478178,1.7432576,-0.34497705,-0.09411392,-0.31103584,1.015727,-0.6253348,-1.2867857,-0.2914499,0.7485065,1.0432243,0.74050397,0.9351246,-0.028468797,1.1385795,-1.2847923,-0.1871195,1.6858325,-1.8089298,-1.2542877
Be,0.9548765,-0.30313578,-0.46731007,1.3484035,-0.25280336,0.8945204,-1.2845567,2.1253078,-0.2869681,1.7012768,-0.25040486,1.3965914,-1.1226723,1.5398705,0.28837857,-1.2335333,0.4328269,1.1358331,0.9411462,0.6340776,1.397096,-0.2513857,0.69271255,1.3511894,1.8194559,-1.8961073,0.8047245,0.76733106,2.3610713,-1.1148604,0.111452706,-0.30793634
B,0.48681897,0.60258895,-1.0045341,0.52815557,0.8220153,0.20809916,-0.25912845,-0.22238389,1.609163,-0.92081344,0.42802432,-1.7005669,0.7805375,0.09887979,-1.2354333,-0.08578284,0.13293748,-1.3337026,-0.86643815,-1.3891529,0.7951735,0.29081482,0.16358875,-1.4402522,0.2886166,0.77406967,-0.10684284,1.2781383,1.6116796,0.92538303,-2.0007377,-1.8534951
C,-1.1954229,0.9243677,-1.286267,-1.5220063,1.4628024,1.2609302,0.87983906,-0.25115156,-1.5484754,0.40463576,0.07189659,0.09171599,-0.9813576,1.563426,-0.042408783,-0.95516723,0.27642503,-0.37046608,-0.35159308,0.7990373,0.35015783,-0.27386442,1.992225,0.5048758,-0.41677165,0.13629638,-0.3338973,0.74601763,1.0551704,-0.11291427,-0.8689326,-1.4063642
N,-1.6938761,-0.042308558,-1.1131432,-0.46021846,-0.6740538,-0.72513604,-0.41797158,-0.68892884,-1.6567729,0.27592486,0.20869696,-0.10072562,-1.4272547,1.3894854,-1.4085085,1.3247161,-0.79049414,-0.50223285,-0.48837873,1.0089753,-0.22633427,0.77559996,0.81108886,-0.14586517,-0.32817715,1.5701224,2.7040675,-1.1669344,-0.10463756,-1.6490653,1.4426786,0.7201399
O,-0.63790053,0.008672204,-0.6751352,0.33953843,-0.3821992,0.048628118,1.3980185,-0.88999987,1.1417804,0.17660691,-0.12269953,0.96656895,-0.08528508,1.3914942,1.2159725,-1.6132854,0.870539,1.1692766,-1.0446644,-0.15223598,0.29574522,1.1374549,1.1790864,-0.2584393,-0.34468234,1.578639,-0.0737437,-0.105611876,-0.6459219,-0.9531959,0.27631915,0.34234235
F,0.63828385,0.64286435,1.888543,-0.98335004,-0.39897257,-0.617543,0.5327226,-0.2005553,-0.5538397,-0.86698747,-1.2687153,0.41965565,-0.4912153,1.9647044,-0.9570658,0.1170656,-1.8254102,0.055413112,0.52021503,0.5136671,-0.92927635,0.69052225,0.33576363,0.9892179,0.6352827,0.5194281,-2.1035209,0.59645945,-0.7973729,-1.8521982,-0.037632827,-1.6265393
Na,0.24436669,0.5548611,3.042043,-0.18534122,-0.7232178,1.4095494,-0.35792157,-0.9917542,-0.2283009,-0.99173933,0.19985202,-0.4693489,0.87604874,-0.620088,1.5049455,-0.6901245,0.4604449,0.5524195,-1.616975,-1.6817511,-0.56022376,-0.7953359,-1.2119836,0.38026133,0.14614724,1.1300533,-0.6136017,1.3255703,-0.8184928,-0.20792182,1.312318,-2.068447
Mg,0.166441,-0.29238242,-0.65077424,-1.4716488,0.06660706,-1.4508172,1.5837299,1.2108811,-0.06691812,-0.67770433,-0.9949392,0.5634111,0.32110116,0.7149849,-0.1406906,0.16419363,0.34525114,-0.835361,-1.350043,-0.92418987,0.06947473,0.38089865,-1.0989335,1.2557397,-0.3196061,-1.659621,1.770772,1.0407702,-1.0162036,-1.1529641,-1.0358969,-1.7063838
Al,-0.41047055,0.11004736,-0.5420269,0.4800046,1.3696368,0.48534244,-0.9935365,0.14795566,-0.28831002,-0.6670315,-0.26850876,-0.44181433,0.9590323,1.2515643,-0.75115705,-0.3951873,-0.20690084,0.5813611,1.1560161,-0.94217277,0.7368365,0.83220685,0.71275747,0.07127923,0.8166728,1.3026873,0.48898044,1.6378839,-0.64778054,1.84264,0.8582484,-0.63519585
Si,0.35496166,0.12853125,0.3879481,1.3505135,0.5849223,0.11336784,0.005653515,0.0070999684,0.55889624,1.1340214,-0.46907634,1.9286205,0.2833818,0.4487009,-0.028907446,-0.5807008,1.2603688,-0.4834487,-0.21177404,0.83304745,0.24967097,-1.3512801,-0.04073196,-1.4733465,-0.48951343,-1.9508028,0.3223022,-0.09401963,-1.5432994,0.113548085,-0.17432007,-0.8194199
P,0.10802978,1.4360895,-0.07504871,-1.3945861,1.415736,0.22458373,-0.47838533,-0.67803746,1.5401454,-0.89817613,0.24460946,0.029902007,-0.6444712,-1.5693969,-0.3359059,-0.4529549,1.5306226,0.3758228,0.09211978,1.0690768,-0.6686569,-0.8224454,-0.21321146,-0.9800582,0.3835286,-0.615596,1.0227985,-1.0242159,1.3040318,0.04227838,2.5762398,-0.43146202
S,-0.68886924,-0.67700195,-1.1726071,-0.7137035,0.9218336,-0.002310231,-1.4997292,-1.1948485,-0.47840807,-0.030362163,0.27162626,0.04252566,-1.5011958,1.1990261,-0.98832035,1.3472579,0.8318025,1.7969998,-0.23294337,0.4158062,0.11189181,1.8615175,0.8364784,-0.5010783,1.4274269,0.30615345,0.7132873,1.0417556,-0.55050546,-1.148534,0.8774398,-0.058648106
