Element,Dim_0,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7
Li,0.7893108,1.5530963,-2.116122,-0.22810791,0.83249235,0.42948815,0.1892731,0.8348118
Be,-0.4085804,0.6154155,0.17468423,-1.2874981,0.58887124,1.1518478,-0.85068405,-0.09941331
B,-0.6617572,-0.30974618,0.7389338,-1.7009783,0.7929284,1.5591154,-0.5700117,0.41384652
N,0.6308091,0.42540595,-0.43117023,-0.47416022,1.8028393,0.9751024,0.052555103,-1.9584107
O,-0.34183455,0.2997014,0.5945579,2.4607666,0.64204913,0.7192287,-0.27691188,-1.4002658
F,-0.66818666,-0.033216514,-0.7878099,-0.5534486,-0.5828926,1.5643978,0.77651113,-0.18757471
Na,-0.8337537,-1.6239071,-0.60290825,-0.6923576,-0.7899121,1.1637421,-0.79687434,-1.0271628
Mg,-0.2923662,0.96067274,-0.7995385,0.6104236,-0.5432315,1.5422633,-1.1892943,-0.8519577
Al,1.3753508,-2.1184082,0.84360224,1.5048283,1.8675956,-0.5285161,-0.10124435,-0.055782314
Si,1.0040061,2.1650655,-1.6996123,-0.103216425,0.55673796,0.8858472,-0.17485225,-0.2418973
S,-0.13885051,1.1187711,-0.89816207,0.98932713,0.018624444,1.8712871,-2.5459747,0.40383464
K,0.12737805,-1.3037276,-0.5577294,-1.0936347,1.0024092,1.7062287,-0.03850478,-1.8041649
Ca,-0.80776685,0.8957547,0.81657547,-1.2229495,0.14176826,-0.5738467,-0.055155426,-1.7460233
Sc,-0.956059,0.35719317,1.1269068,-0.4551341,-1.8209345,-0.26183835,-0.24147393,-1.1634078
Ti,1.168165,-0.20823729,0.49986565,-0.26512796,0.71083266,0.02048928,1.4661517,-1.4614655
V,0.020306794,0.7260358,-0.54120183,-0.4316358,-1.3540566,-0.65855646,-1.6936091,-1.5432507
Cr,1.367368,0.5702371,0.18049586,-0.44823116,-0.08925894,0.49746627,-0.2533375,-1.3052895
Mn,0.6839739,-1.004919,0.8034108,2.164836,1.3071208,-0.63867134,-1.0702523,-0.065506175
Fe,-0.9898305,-0.4440511,1.8107302,-0.33823636,-0.8849863,-1.1191369,-1.9358989,-0.3865884
Co,-0.8508404,0.33972588,0.05538347,1.9709297,0.29771748,0.091870755,-1.8162465,0.91573083
Ni,-0.9130379,0.0768021,-0.6948186,-0.6027751,0.33248195,-1.0041649,-1.292095,-0.29755953
Cu,0.27746788,0.31136677,-0.8628525,-0.7768883,-0.3152614,-0.19000605,-0.97304475,-0.21039183
Zn,2.428573,-0.12973893,-0.6840268,0.08571811,0.053579345,-1.2281266,0.43683672,-1.7617079
Ga,-0.11754801,-0.8216459,-1.406688,0.1948207,-1.6337274,1.0059007,-1.239336,-0.71212643
Ge,-0.107127376,0.05852148,0.54111713,0.37121838,0.78413934,-0.5941682,-0.76468724,-0.65963244
As,0.20289743,0.22260521,0.3930009,-0.4376301,-0.23507476,-1.1121796,-0.092111774,0.66618335
Rb,0.70057017,-0.46394402,-1.8022082,-0.6233267,-0.63683957,-0.20194998,0.13000576,0.36634445
Sr,1.1328806,0.9687184,0.3739459,-2.1787405,0.83256066,-0.9057841,-0.42820615,-0.01592988
Y,-1.7727433,-0.10363308,0.2806604,-0.0022874782,-1.0121652,-0.62810725,0.14574946,-0.64073277
Zr,0.52153265,-0.055263937,0.42022777,1.6513094,0.39821303,-0.6798083,1.54409,-0.38430533
Nb,-0.14668483,1.1230512,-0.47413972,0.8051182,1.1011428,-0.751665,0.5563338,-0.5713147
Mo,0.19643642,-0.93931586,2.1857433,0.87490505,-0.07010519,-1.0540042,-0.8221145,0.94751406
Ru,0.04942347,-0.73033166,-0.29636663,0.4142628,-0.8894032,-0.14794336,-1.0010892,-2.0019991
Rh,-0.34749845,1.4724916,1.4902701,0.33991784,-0.97397995,-0.93606836,-0.8947975,-0.9762766
Pd,0.43570426,0.5168937,0.65824676,-1.156506,-2.4663322,-0.72624624,-0.55367875,1.3407581
Ag,0.90066326,-0.39489076,-0.70947117,-0.42444345,0.66085404,0.25163344,0.7545545,-0.8494403
Cd,0.5474287,-0.54228216,0.71133214,-1.1660733,-2.101319,0.534751,0.13676795,0.48729277
In,0.20496455,-0.0748988,-0.1382987,-0.430507,0.23880105,-0.84091556,0.48584536,-1.5850474
Sn,0.3109003,0.37293646,-0.3092417,0.21008916,0.7382173,-0.9054372,0.24504194,-1.4581358
Sb,-0.12759726,0.32998815,1.6003195,1.486004,-0.06305342,-1.129622,0.017657274,-0.9529344
Te,-0.09550889,-0.5892629,-0.24436294,0.87899023,0.08376077,0.31375203,-0.5207707,1.288888
Cs,-0.7187265,-1.6111057,-0.45928812,-1.6438869,1.4234842,-0.124784015,-0.454689,-1.1786611
Ba,0.22120357,0.075883366,-2.7855668,0.034562707,1.2265409,0.90164286,-1.4890764,-0.31232223
La,-0.71210015,-0.75787306,-1.2380304,1.6071283,-0.063059874,-2.8919125,0.24491616,0.45642027
Hf,0.92290807,-1.0507276,0.66202056,1.3236929,0.11245292,0.92308134,1.8945327,0.029630873
Ta,0.0825344,1.0803871,1.1993448,-0.23363827,0.59171957,-0.4163521,1.8512949,-0.24390613
W,0.25289392,1.7594131,0.08921526,0.3126976,-0.56492746,-0.23782791,0.5815148,-0.81443447
Re,-0.46835017,0.21310778,2.5960715,-0.6559817,1.0103456,1.3817332,0.6873191,0.5338844
Os,0.7666416,1.5803142,1.6938815,-1.1364926,-0.39296827,0.0656577,1.0360204,0.1261409
Ir,-0.3133349,1.0350239,0.7831612,-0.56468314,-0.092579715,0.06414319,0.008454424,1.0591459
Pt,-0.64272463,0.54585075,-0.09909547,-0.4779444,1.0303984,-1.7083812,-1.1947085,0.8621508
Au,0.25615305,-0.42553478,-0.012678268,-0.7102006,1.1377848,0.35266718,0.17273027,0.2725864
Hg,-0.10617888,-0.54269654,0.36817667,-0.67808187,-0.51588225,1.6331503,0.5326136,1.5915526
Tl,1.0806118,-0.56006736,-0.020685362,-0.4221593,-1.9433514,2.151386,0.22021124,1.2353362
Pb,0.34499756,-0.834753,-1.0523967,0.56926185,1.6797423,-0.19243178,-1.0366573,-1.0243603
Bi,0.108201206,-2.0053067,-0.7961201,1.3184472,0.32074887,0.7504754,-1.0373478,0.22313763
