element,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
H,1.6438462038595076,1.141962679291272,3.05070435085087,-1.3140543207850026,-0.6233181899017243,-1.1155866492050557,1.3346714612117485,1.1620505854811363,-0.506310047246356,0.8674053909130257,-0.9972166979317517,-0.04139545816670542,-0.5699979900675316,-0.8802016272422046,1.0453702940908065,-0.8296191203466026,1.6092721937565504,0.2310026870387136,-0.3763176900611466,-1.551800796541884,0.24762744092987207,0.38103828118690347,1.686389003429762,-0.4767593823451832,0.8451321920406238,-1.2306098449609832,-0.1023594401519293,0.38794351188887305,-1.017462588332921,-0.8928674985555122,0.4376805785850907,0.3304988956420108
He,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Li,0.5512206285729075,1.5517436808789449,1.3975836725099915,-2.1192788396090836,0.7007628798027136,0.5636479525944142,0.8877402360630895,0.6602890018803685,0.37464432685676186,1.4453697491545134,-1.4801258184951842,-0.5275487732308369,0.3669075238487566,0.08523727207952139,0.40892352683751687,1.8951941515742574,0.6211221570897437,-1.793383873770032,-0.9904898074931822,1.8873768436857947,-1.3458019344580192,0.6867707148090005,0.17547463354447235,0.7035561537730046,-1.0672941963458475,0.42402059458563146,0.8909003936033185,-1.1934221580809006,-1.320823776553767,1.0556933916756133,0.14345480948013362,-0.5794880901045087
Be,0.2385451117544341,0.21513824113116012,1.972236675708795,-1.5514305550444383,1.8471410845405314,2.792769113229682,0.4461974245126135,-1.1475060172531912,0.03216314924604967,-0.5646668258680517,0.7845340999921965,-0.7321240621055598,1.3463342698234635,0.7573133425649211,-0.616971651440448,-0.8817783184905678,-0.8254549838359673,-0.33433605781501063,1.0265423645626244,-1.8596604860810342,2.3285036017533205,0.38360749589064147,-0.20900362817910967,-1.2171499602655513,-0.3897187848882229,0.7464859935567523,-0.9687509262286897,0.0901903270832883,-0.9045381193557759,-0.33806576898481644,-0.6227417489242589,0.44671999224293085
B,0.8260839636022064,-0.7650295857154553,2.442886370546763,-0.04057847869581617,1.386791214870775,0.5259889961390245,1.692604206559737,-1.4536876278369681,-2.0705777530800367,0.9059314501928757,-0.0098157625589016,1.0998866422116034,-0.18985461865597772,2.934987345628768,0.2724784838272484,-0.0488472578213484,-0.05864086862045183,1.4879571132219203,-0.629057553852056,1.1310679778898851,1.267947490534301,-0.5329833960624135,-0.9235436480849526,-0.29008210429117187,1.2877229432550739,-0.23457487620525883,-0.36936711254411625,-0.49408393636192194,-0.10138218882534043,-0.026638642165816198,-0.9869516026443419,-0.21038362887426834
C,1.188619094428569,-0.6200217389413121,1.8911604003101352,0.9053261880515646,0.8383519190232789,1.830359468540639,0.7589647383390933,0.17218298244455457,-2.380649705143815,-0.800849226181983,1.1443461225501703,-0.020917958101402036,-1.453483449263669,0.49240007009328096,0.9637382466310149,1.4512660092238245,-1.358434856395816,-0.422918347269646,0.8244015502029715,0.299178266970231,-1.1703927245873458,0.4477529759658273,0.24865580018816064,-3.0366267188203233,-1.1984037159664342,1.5876422143378914,1.0025756895193227,2.351317185221184,0.2952964219699964,0.39792656335848536,-0.41490087948532123,1.1118824346134093
N,1.7394161033798343,-0.28050026320559507,1.2792140679151096,1.1653484139450858,-0.32831113470917095,2.228072734425439,0.6804386892806594,-0.30829296122485694,-0.49815981629239486,-1.160134744790655,0.47261859842414194,1.5925272071815326,0.7671349639116544,1.119310811382896,0.057079149956680945,-1.5653937819966206,-0.7105941609560631,-2.3610345637621375,-0.6690268848798706,0.664287002703549,-2.488693325347007,-2.388479193324223,1.254593445260065,0.6144218735199016,0.04654831204226656,-2.7491332065644696,0.7598736200378597,0.81516687424562,-0.5648489472078603,1.2571451983412267,0.30790117284404755,-1.2290072847037368
O,1.9175715836198637,0.22585143808904412,2.009649039055436,1.3858597354202378,-1.8422468923779352,0.6931205624940571,0.6844924701622827,-0.15315627562132275,1.0758972721774087,-0.7019843553340037,0.6964874078223978,2.0559129075772034,-0.5601766476667472,-1.1721117392692493,0.42607588623261805,0.9550581365670155,-0.440975624018285,-0.7435423988653195,-1.798076990754549,-0.07187754376166565,1.5423008879084927,1.2211530870058276,0.8348962300832287,1.6091056094227598,-2.7773893897334,-0.9435903864075258,-1.3760395549815054,-1.569044061994865,1.5523181440461473,0.10228695088477925,-1.0121629009380049,0.35151764875019875
F,2.119156522487743,0.9529424661685562,1.8569168569027197,1.199724429548868,-1.5853049018090561,-0.8215906702164708,-0.3588611348404267,-0.08856295778983786,2.170860965900205,-1.3570303849100795,-0.26353457015893844,-0.03353675716532323,-0.07462489169805571,1.0297803322150807,-0.7786450192044415,0.7926783136178339,0.6056574646189276,-1.3284064679691805,-1.313824361010401,-0.31218400544617636,1.1577626782626045,-0.647377157293138,-1.8790855723665663,-1.1013074689316171,0.16576894833700834,3.8183631486773892,0.5419317597520557,0.20194097064582014,0.41074616975232253,-1.0988003472608885,0.743844681321003,0.21179187095417443
Ne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
